Champion,1st Item,2nd Item,3rd Item,4th Item, Pick Rate, Win Rate
Sett, Black Cleaver, Sterak's Gage, Gargoyle Stoneplate,,4.13%,62.35%
Sett, Black Cleaver, Titanic Hydra, Sterak's Gage,,3.39%,62.41%
Sett, Black Cleaver, Sterak's Gage, Spirit Visage,,3.24%,58.27%
Sett, Tiamat, Black Cleaver, Titanic Hydra, Sterak's Gage,2.55%,53.00%
Sett, Black Cleaver, Sterak's Gage, Dead Man's Plate,,2.50%,64.29%
Sett, Trinity Force, Sterak's Gage, Spirit Visage,,2.37%,54.84%
Shen, Sunfire Cape, Adaptive Helm, Thornmail,,2.20%,64.71%
Shen, Sunfire Cape, Titanic Hydra, Spirit Visage,,2.20%,47.06%
Shen, Sunfire Cape, Spirit Visage, Thornmail,,2.07%,62.50%
Shen, Sunfire Cape, Titanic Hydra, Thornmail,,1.94%,46.67%
Shen, Sunfire Cape, Thornmail, Spirit Visage,,1.81%,64.29%
Shen, Sunfire Cape, Thornmail, Adaptive Helm,,1.68%,38.46%
Shen, Titanic Hydra, Thornmail, Adaptive Helm,,1.68%,53.85%
Shen, Sunfire Cape, Titanic Hydra, Adaptive Helm,,1.68%,46.15%
Singed, Liandry's Torment, Rylai's Crystal Scepter, Righteous Glory,,13.16%,58.59%
Singed, Rylai's Crystal Scepter, Liandry's Torment, Righteous Glory,,11.20%,63.30%
Singed, Liandry's Torment, Rylai's Crystal Scepter, Spirit Visage,,3.39%,66.67%
Singed, Liandry's Torment, Righteous Glory, Rylai's Crystal Scepter,,3.19%,80.65%
Singed, Liandry's Torment, Rylai's Crystal Scepter, Mejai's Soulstealer,,2.47%,79.17%
Singed, Liandry's Torment, Rylai's Crystal Scepter, Dead Man's Plate,,2.47%,66.67%
Singed, Liandry's Torment, Rylai's Crystal Scepter, Morellonomicon,,2.16%,42.86%
Singed, Rylai's Crystal Scepter, Righteous Glory, Liandry's Torment,,2.06%,55.00%
Sion, Sunfire Cape, Adaptive Helm, Thornmail,,3.57%,55.56%
Sion, Sunfire Cape, Adaptive Helm, Gargoyle Stoneplate,,3.17%,37.50%
Sion, Adaptive Helm, Sunfire Cape, Gargoyle Stoneplate,,2.78%,14.29%
Sion, Sunfire Cape, Thornmail, Adaptive Helm,,1.98%,40.00%
Sion, Titanic Hydra, Edge of Night, Sterak's Gage,,1.98%,80.00%
Sion, Sunfire Cape, Thornmail, Frozen Heart,,1.59%,25.00%
Sion, Frozen Heart, Thornmail, Gargoyle Stoneplate,,1.19%,0.00%
Sion, Youmuu's Ghostblade, Duskblade of Draktharr, Lord Dominik's Regards,,1.19%,33.33%
Sona, Lich Bane, Athene's Unholy Grail, Zhonya's Hourglass,,12.94%,54.55%
Sona, Lich Bane, Zhonya's Hourglass, Athene's Unholy Grail,,9.41%,81.25%
Sona, Lich Bane, Athene's Unholy Grail, Rabadon's Deathcap,,4.71%,75.00%
Sona, Lich Bane, Mejai's Soulstealer, Athene's Unholy Grail,,4.12%,71.43%
Sona, Lich Bane, Athene's Unholy Grail, Mejai's Soulstealer,,4.12%,85.71%
Sona, Iceborn Gauntlet, Athene's Unholy Grail, Zhonya's Hourglass,,3.53%,83.33%
Sona, Athene's Unholy Grail, Mejai's Soulstealer, Lich Bane,,2.94%,80.00%
Sona, Lich Bane, Rapid Firecannon, Zhonya's Hourglass,,2.94%,80.00%
Soraka, Athene's Unholy Grail, Spirit Visage, Redemption,,20.88%,59.75%
Soraka, Athene's Unholy Grail, Redemption, Spirit Visage,,16.59%,61.16%
Soraka, Athene's Unholy Grail, Redemption, Ardent Censer,,15.81%,58.78%
Soraka, Athene's Unholy Grail, Ardent Censer, Redemption,,6.11%,59.39%
Soraka, Athene's Unholy Grail, Spirit Visage, Ardent Censer,,4.89%,62.12%
Soraka, Athene's Unholy Grail, Redemption, Shurelya's Reverie,,4.55%,65.85%
Soraka, Athene's Unholy Grail, Redemption, Warmog's Armor,,2.63%,63.38%
Soraka, Athene's Unholy Grail, Ardent Censer, Spirit Visage,,2.04%,69.09%
Sylas,Hextech Protobelt-01, Luden's Echo, Zhonya's Hourglass,,26.69%,55.09%
Sylas, Luden's Echo,Hextech Protobelt-01, Zhonya's Hourglass,,12.21%,60.00%
Sylas,Hextech Protobelt-01, Luden's Echo, Morellonomicon,,6.38%,56.52%
Sylas,Hextech Protobelt-01, Zhonya's Hourglass, Luden's Echo,,3.94%,57.75%
Sylas,Hextech Protobelt-01, Zhonya's Hourglass, Morellonomicon,,3.55%,57.81%
Sylas, Luden's Echo,Hextech Protobelt-01, Morellonomicon,,3.05%,60.00%
Sylas,Hextech Protobelt-01, Morellonomicon, Zhonya's Hourglass,,2.89%,61.54%
Sylas, Luden's Echo, Zhonya's Hourglass, Morellonomicon,,2.33%,47.62%
Teemo, Liandry's Torment, Nashor's Tooth, Luden's Echo,,14.98%,61.54%
Teemo, Nashor's Tooth, Liandry's Torment, Luden's Echo,,9.48%,45.95%
Teemo, Liandry's Torment, Nashor's Tooth, Morellonomicon,,8.96%,71.43%
Teemo, Nashor's Tooth, Liandry's Torment, Morellonomicon,,5.38%,64.29%
Teemo, Nashor's Tooth, Liandry's Torment, Zhonya's Hourglass,,3.97%,64.52%
Teemo, Liandry's Torment, Nashor's Tooth, Zhonya's Hourglass,,3.33%,57.69%
Teemo, Hextech Gunblade, Nashor's Tooth, Liandry's Torment,,2.18%,70.59%
Teemo, Wit's End, Nashor's Tooth, Liandry's Torment,,1.92%,73.33%
Tryndamere, Tiamat, Essence Reaver, Infinity Edge, Trinity Force,13.21%,63.46%
Tryndamere, Essence Reaver, Infinity Edge, Trinity Force,,6.99%,47.27%
Tryndamere, Tiamat, Essence Reaver, Trinity Force, Infinity Edge,6.23%,59.18%
Tryndamere, Tiamat, Essence Reaver, Infinity Edge, Ravenous Hydra,2.80%,59.09%
Tryndamere, Tiamat, Statikk Shiv, Essence Reaver, Trinity Force,2.41%,63.16%
Tryndamere, Tiamat, Sanguine Blade, Essence Reaver, Infinity Edge,1.65%,69.23%
Tryndamere, Sanguine Blade, Essence Reaver, Infinity Edge,,1.52%,66.67%
Tryndamere, Tiamat, Phantom Dancer, Essence Reaver, Death's Dance,1.52%,83.33%
Urgot, Black Cleaver, Death's Dance, Righteous Glory,,6.04%,62.50%
Urgot, Black Cleaver, Death's Dance, Guardian Angel,,4.15%,45.45%
Urgot, Black Cleaver, Righteous Glory, Death's Dance,,3.77%,60.00%
Urgot, Black Cleaver, Death's Dance, Frozen Mallet,,3.40%,55.56%
Urgot, Black Cleaver, Frozen Mallet, Guardian Angel,,3.40%,44.44%
Urgot, Black Cleaver, Death's Dance, Spirit Visage,,3.40%,55.56%
Urgot, Black Cleaver, Death's Dance, Maw of Malmortius,,3.40%,77.78%
Urgot, Black Cleaver, Righteous Glory, Adaptive Helm,,3.02%,75.00%
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Phantom Dancer,,53.43%,62.04%
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Wit's End,,7.55%,62.96%
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Rapid Firecannon,,4.90%,60.00%
Vayne, Blade of the Ruined King, Phantom Dancer, Guinsoo's Rageblade,,4.34%,61.29%
Vayne, Blade of the Ruined King, Wit's End, Guinsoo's Rageblade,,3.36%,83.33%
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Infinity Edge,,2.10%,40.00%
Vayne, Blade of the Ruined King, Phantom Dancer, Infinity Edge,,1.96%,50.00%
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Guardian Angel,,1.82%,30.77%
Vladimir,Hextech Protobelt-01, Rabadon's Deathcap, Zhonya's Hourglass,,19.48%,59.70%
Vladimir,Hextech Protobelt-01, Zhonya's Hourglass, Rabadon's Deathcap,,11.34%,57.11%
Vladimir,Hextech Protobelt-01, Spellbinder, Zhonya's Hourglass,,8.11%,64.26%
Vladimir,Hextech Protobelt-01, Zhonya's Hourglass, Morellonomicon,,6.68%,56.58%
Vladimir,Hextech Protobelt-01, Spellbinder, Rabadon's Deathcap,,6.68%,63.60%
Vladimir,Hextech Protobelt-01, Zhonya's Hourglass, Spellbinder,,6.27%,54.21%
Vladimir,Hextech Protobelt-01, Morellonomicon, Zhonya's Hourglass,,5.95%,57.64%
Vladimir,Hextech Protobelt-01, Rabadon's Deathcap, Morellonomicon,,3.22%,65.45%
Volibear, Titanic Hydra, Dead Man's Plate, Wit's End,,22.60%,63.12%
Volibear, Titanic Hydra, Dead Man's Plate, Spirit Visage,,12.02%,50.67%
Volibear, Titanic Hydra, Dead Man's Plate, Righteous Glory,,6.89%,67.44%
Volibear, Titanic Hydra, Dead Man's Plate, Thornmail,,2.72%,47.06%
Volibear, Titanic Hydra, Wit's End, Dead Man's Plate,,2.56%,75.00%
Volibear, Titanic Hydra, Righteous Glory, Spirit Visage,,2.40%,86.67%
Volibear, Titanic Hydra, Spirit Visage, Dead Man's Plate,,2.24%,42.86%
Volibear, Titanic Hydra, Dead Man's Plate, Sterak's Gage,,2.24%,78.57%
Yasuo, Statikk Shiv, Infinity Edge, Sterak's Gage,,20.66%,54.26%
Yasuo, Phantom Dancer, Infinity Edge, Frozen Mallet,,13.74%,63.20%
Yasuo, Phantom Dancer, Infinity Edge, Bloodthirster,,11.65%,62.26%
Yasuo, Phantom Dancer, Infinity Edge, Guardian Angel,,10.88%,65.66%
Yasuo, Statikk Shiv, Infinity Edge, Bloodthirster,,4.73%,69.77%
Yasuo, Statikk Shiv, Infinity Edge, Guardian Angel,,4.62%,54.76%
Yasuo, Phantom Dancer, Infinity Edge, Sterak's Gage,,2.64%,62.50%
Yasuo, Statikk Shiv, Infinity Edge, Maw of Malmortius,,2.42%,45.45%
Yorick, Trinity Force, Sterak's Gage, Spirit Visage,,22.35%,59.32%
Yorick, Trinity Force, Sterak's Gage, Dead Man's Plate,,9.85%,42.31%
Yorick, Trinity Force, Sterak's Gage, Guardian Angel,,8.90%,59.57%
Yorick, Trinity Force, Sterak's Gage, Randuin's Omen,,8.71%,65.22%
Yorick, Trinity Force, Sterak's Gage, Thornmail,,5.11%,70.37%
Yorick, Trinity Force, Sanguine Blade, Sterak's Gage,,3.98%,38.10%
Yorick, Trinity Force, Sterak's Gage, Adaptive Helm,,3.41%,50.00%
Yorick, Trinity Force, Spirit Visage, Sterak's Gage,,3.41%,55.56%
Zac, Sunfire Cape, Spirit Visage, Thornmail,,21.52%,61.54%
Zac, Spirit Visage, Sunfire Cape, Thornmail,,10.93%,69.70%
Zac, Sunfire Cape, Thornmail, Spirit Visage,,10.93%,54.55%
Zac, Sunfire Cape, Spirit Visage, Warmog's Armor,,5.96%,72.22%
Zac, Spirit Visage, Sunfire Cape, Warmog's Armor,,5.63%,64.71%
Zac, Thornmail, Sunfire Cape, Spirit Visage,,3.31%,50.00%
Zac, Sunfire Cape, Spirit Visage, Gargoyle Stoneplate,,1.99%,50.00%
Zac, Spirit Visage, Thornmail, Sunfire Cape,,1.66%,80.00%
