,Aatrox,Aatrox,Ahri,Akali,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Ashe,Aurelion?Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cassiopeia,Cho'Gath,Cho'Gath,Darius,Diana,Diana,Dr.?Mundo,Dr.?Mundo,Draven,Ekko,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Irelia,Ivern,Janna,Jarvan?IV,Jax,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,LeBlanc,Lee?Sin,Leona,Lissandra,Lucian,Lulu,Lux,Lux,Malphite,Malphite,Malzahar,Maokai,Master?Yi,Miss?Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu?&?Willump,Olaf,Orianna,Ornn,Pantheon,Pantheon,Pantheon,Poppy,Pyke,Qiyana,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Rengar,Riven,Rumble,Rumble,Ryze,Ryze,Sejuani,Senna,Senna,Sett,Sett,Shaco,Shaco,Shen,Shen,Shyvana,Singed,Sion,Sivir,Sona,Soraka,Swain,Sylas,Sylas,Sylas,Sylas,Syndra,Tahm?Kench,Taliyah,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted?Fate,Twitch,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Veigar,Veigar,Vel'Koz,Vel'Koz,Vi,Viktor,Vladimir,Vladimir,Volibear,Volibear,Warwick,Xayah,Xerath,Xerath,Xin?Zhao,Yasuo,Yasuo,Yasuo,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Riven,0.954237217,0.819504144,0.776057446,0.967725579,0.962118084,0.578491888,0.829877497,0.97649159,0.655847975,0.680005958,0.811458484,0.759755502,0.922536954,0.768997911,0.949675722,0.839088345,0.698728551,0.741710208,0.710826324,0.982010234,0.883729828,0.904219961,0.974790348,0.909025587,0.973935966,0.955310043,0.871966855,0.552321441,0.906450679,0.729323784,0.746677331,0.953263168,0.943630235,0.929982487,0.561611384,0.536236111,0.937096644,0.956097875,0.935309372,0.925833669,0.941495042,0.959060507,0.964159389,0.754321622,0.950213682,0.650742282,0.372967649,0.929895727,0.981569404,0.975186243,0.653710084,0.73547186,0.772742056,0.854536801,0.996465588,0.850993418,0.720291074,0.736386371,0.802453331,0.925969983,0.955940987,0.835397666,0.948924187,0.939163828,0.935046417,0.880017856,0.639456592,0.890649152,0.731099898,0.775521285,0.895835641,0.591234068,0.874485327,0.904831105,0.843767496,0.757799494,0.878493327,0.807255994,0.827693028,0.287245258,0.631032605,0.89253368,0.903386048,0.479235376,0.774650024,0.856549966,0.6211736,0.958535625,0.993418483,0.103260931,0.850716662,0.877795693,0.781656063,0.60353109,0.806077012,0.15441084,0.810522572,0.650176362,0.942760203,0.911321202,0.977118266,0.985375241,0.969751656,0.897079844,0.863116145,0.896890897,0.813877736,0.823745614,0.740128028,0.67524046,0.905520491,0.868838769,0.967318811,-1,0.870095794,0.889941396,0.931242213,0.946614779,0.63549682,0.569046886,0.611563554,0.91551046,0.944401092,0.977449641,0.740366795,0.86701032,0.952968688,0.883163853,0.965230159,0.862039539,0.74105478,0.390506897,-1.548820306,0.943426584,0.723775777,0.942875841,0.987095881,0.913797458,0.656362447,0.700447704,0.682981167,0.920640491,0.901713262,0.297317049,0.670438353,0.827538286,0.834384262,0.36767359,0.924329871,0.944883595,0.761172228,0.97152433,0.689087066,0.983252531,0.724963622,0.887334286,0.631923613,0.651765466,0.835682646,0.234758916,0.40531246,0.938722861,0.380600827,0.266931223,0.243912696,0.766381013,0.919829148,0.37270364,0.749040651,0.166433284,0.326986498,0.60792891,0.966655779,0.969793654,0.984010065,0.982652031,-1.219412231,-0.60959287,0.767143159,0.181583571,0.898931863,0.630489643,0.601507828
Rumble,0.747879903,0.551061677,0.966712333,0.907305222,0.913696039,0.053336492,0.452120801,0.950622876,0.928499647,0.920111221,0.950167031,0.884941644,0.99092511,0.964460797,0.815957989,0.5128246,0.960128021,0.312882062,0.923235077,0.903530015,0.90110721,0.915280662,0.878837256,0.656377674,0.780098454,0.812936361,0.994879162,0.114615006,0.700547557,0.919208832,0.447432894,0.896763533,0.746600183,0.830506849,0.884449972,0.191492573,0.973346464,0.761549618,0.980657947,0.95345972,0.95735008,0.821457886,0.890758006,0.41304575,0.810987704,0.215506083,0.787583777,0.857664742,0.792731946,0.765260969,0.275056751,0.452916839,0.342775626,0.509690773,0.861898579,0.988992455,0.918265346,0.928152693,0.933506547,0.958569908,0.941844162,0.890411463,0.92546674,0.948627545,0.907987196,0.861576739,0.248496098,0.993734546,0.414787794,0.522141299,0.670335385,0.904828875,0.990425912,0.919492004,0.466765539,0.35357875,0.991178577,0.956440254,0.481984842,0.71871695,0.895042319,0.955580127,0.980320485,0.817752288,0.486710244,0.581499403,0.88801318,0.862963774,0.879559112,-0.274920671,0.654576382,0.59019547,0.970920626,0.298836166,0.462486815,-0.459885835,0.459948499,0.913835607,0.800708674,0.613788881,0.955166754,0.928570744,0.871775745,0.56565304,0.548015651,0.99361114,0.971571882,0.405440065,0.300317906,0.258420657,0.618975286,0.598322184,0.779448555,0.870095794,-1,0.998376089,0.957151342,0.957866654,0.142553657,0.665935682,0.547229947,0.67085739,0.884510916,0.799427127,0.970695078,0.562258603,0.769851218,0.635111893,0.848825654,0.65868287,0.929439311,0.201588449,-2.081726405,0.850750619,0.389215972,0.846511034,0.829571358,0.753165661,0.923456466,0.225664254,0.916856986,0.85192397,0.98844388,-0.314710879,0.948799339,0.460318841,0.950617004,-0.165599218,0.65583323,0.961467623,0.961256779,0.892864977,0.216601122,0.93187405,0.918262751,0.973603479,0.89317857,0.910184809,0.928106797,0.707956629,0.813332855,0.651107903,0.788778424,0.085135997,0.020091688,0.348518319,0.727068352,-0.164242391,0.932528371,0.659882267,0.763134543,0.192416768,0.942310234,0.953297568,0.93192384,0.885899634,-1.490302106,-1.210992732,0.971394513,0.672881366,0.766626737,0.916315007,0.914103794
Rumble,0.766528739,0.574419417,0.953330992,0.915326223,0.920834851,0.10020114,0.493050623,0.963214123,0.911424026,0.901035467,0.942991948,0.880095621,0.993754803,0.956365688,0.826265056,0.564115101,0.94925444,0.371954574,0.906323773,0.925147436,0.894768096,0.911622735,0.894775845,0.690832561,0.80973825,0.825467059,0.990847803,0.149609497,0.728982523,0.908832842,0.466822485,0.904112846,0.762407337,0.836518965,0.860955873,0.20673952,0.977212737,0.783034242,0.985429571,0.968759861,0.958192516,0.852752502,0.914526628,0.438754964,0.820317891,0.251937057,0.754141404,0.868826232,0.815817558,0.790502394,0.290325246,0.460908059,0.384641754,0.541072516,0.884810161,0.985790439,0.900235277,0.915602707,0.926834951,0.960086348,0.948288579,0.880843019,0.929380252,0.949705182,0.912532812,0.855774707,0.2771188,0.991553351,0.434371668,0.533670261,0.712069135,0.881212461,0.985435318,0.924611233,0.507013523,0.411256428,0.991483037,0.948882285,0.522181939,0.684958234,0.879394952,0.965060958,0.986981329,0.79447893,0.513352725,0.601657259,0.869433858,0.876349316,0.89693221,-0.278345995,0.699517634,0.636794217,0.964064762,0.308822157,0.489239805,-0.414288387,0.492686734,0.89643694,0.833324478,0.645244362,0.96621755,0.944853257,0.897233589,0.598384851,0.578462423,0.992417466,0.970476188,0.444490274,0.347593217,0.289713952,0.654290829,0.620005348,0.804483407,0.889941396,0.998376089,-1,0.956718808,0.96020816,0.199674243,0.636283276,0.529568715,0.703518321,0.908911374,0.817226526,0.961965323,0.609769983,0.804811656,0.657480407,0.873845766,0.701961382,0.916477747,0.188007101,-2.096998303,0.864487804,0.415733908,0.860144607,0.848588053,0.771928406,0.904115546,0.281212452,0.89345695,0.855038853,0.991534322,-0.274803957,0.9305441,0.511824995,0.946167149,-0.127400494,0.684547281,0.965835889,0.949761845,0.901360676,0.257350939,0.948785985,0.904227792,0.971088037,0.875295464,0.894454861,0.932040406,0.671330169,0.786053489,0.68042575,0.756278576,0.072512568,0.011309521,0.397238016,0.765857034,-0.125247341,0.921349268,0.620585882,0.731897724,0.221406721,0.950068603,0.962185299,0.946315685,0.901011737,-1.532798528,-1.19011811,0.961120678,0.634456787,0.770270374,0.892710339,0.896698726
Ryze,0.888776295,0.738642716,0.927431679,0.981218225,0.983348696,0.327284555,0.628544528,0.965656183,0.834725317,0.861048398,0.912409424,0.838143989,0.977756737,0.888361007,0.942643944,0.573559006,0.853839764,0.421053898,0.874933152,0.915618085,0.98384472,0.990736567,0.946180242,0.765005622,0.853910451,0.935192101,0.967344551,0.390594743,0.805558129,0.849666245,0.680850662,0.975278038,0.896671809,0.951648976,0.779910359,0.491892681,0.977869641,0.883810312,0.969131189,0.90681175,0.99852653,0.832655953,0.892335442,0.648200086,0.940730399,0.475834344,0.65583208,0.938319622,0.895828375,0.875966097,0.563816917,0.708988722,0.556378618,0.706493289,0.914205762,0.94085162,0.887977656,0.87109016,0.895366218,0.97142647,0.97204378,0.96565046,0.990127402,0.997480599,0.950457559,0.967585163,0.515506029,0.972610172,0.661152464,0.750927466,0.711565681,0.81345442,0.975597046,0.918031422,0.643261628,0.446373219,0.947307281,0.912915547,0.598475522,0.566462285,0.790122313,0.89821859,0.933491089,0.685715179,0.678621713,0.780933551,0.79735055,0.945845634,0.939546878,0.134670991,0.648900357,0.640455524,0.895484726,0.586057229,0.686004903,-0.089381486,0.662009106,0.824468563,0.816235427,0.769761922,0.973740271,0.952924545,0.885192814,0.715964211,0.729574543,0.972382708,0.891135984,0.608443151,0.498264072,0.524776735,0.748439665,0.786779868,0.876236064,0.931242213,0.957151342,0.956718808,-1,0.99875683,0.33539486,0.801506485,0.761471474,0.781575293,0.873774004,0.917503595,0.873479364,0.619777021,0.801418493,0.804084499,0.886295068,0.674263424,0.877625475,0.508916374,-1.467605653,0.935417087,0.619134906,0.932822178,0.92642941,0.871039995,0.845748103,0.40540396,0.896929965,0.96442627,0.950104155,0.0633931,0.866759086,0.551282796,0.916332276,0.172017891,0.802350054,0.975266321,0.898890567,0.978276291,0.472510852,0.94516988,0.867174368,0.962116664,0.804614227,0.814928868,0.869841849,0.542681465,0.65865066,0.801606662,0.657451894,0.396742922,0.348063414,0.51967943,0.750841359,0.171607093,0.875373711,0.488443219,0.602239615,0.475333044,0.970561788,0.971447186,0.951724664,0.955397937,-0.970485623,-0.709433638,0.899835323,0.500034964,0.921380127,0.851422549,0.791849379
Ryze,0.900593211,0.753872062,0.917431643,0.986327153,0.987912036,0.359390515,0.658837375,0.97654838,0.823307623,0.84646833,0.907242375,0.834831288,0.981231417,0.884048433,0.947873434,0.616153201,0.848777124,0.468764053,0.861759188,0.934490559,0.976108823,0.985663251,0.958649846,0.792350013,0.877809204,0.942567671,0.965222904,0.413080162,0.828046946,0.842642365,0.690909577,0.979858437,0.905782889,0.953471017,0.76325405,0.496256398,0.981349324,0.899117632,0.973884437,0.922233178,0.998309968,0.859983377,0.913713479,0.663614806,0.94472798,0.499765442,0.631519028,0.946577352,0.912915503,0.894675917,0.566515833,0.707106986,0.586029574,0.727650415,0.932704538,0.940008406,0.873179607,0.8618531,0.890453606,0.972259805,0.976640036,0.955799746,0.992052804,0.997382291,0.952539337,0.959267958,0.532586599,0.971821825,0.670863404,0.753968018,0.747364837,0.796454386,0.972241926,0.921957986,0.672814024,0.493265576,0.949404579,0.907690531,0.628336483,0.542198044,0.779826727,0.908403346,0.941208994,0.669638978,0.696793429,0.792407808,0.784051035,0.955670974,0.952690028,0.118012981,0.688966671,0.679205282,0.892308992,0.585980929,0.702361249,-0.06103649,0.684546719,0.812369316,0.844902175,0.792436125,0.983139496,0.966842343,0.907605485,0.738542482,0.750723999,0.972444424,0.893089073,0.635180521,0.533415684,0.543785524,0.77561604,0.800030784,0.895514849,0.946614779,0.957866654,0.96020816,0.99875683,-1,0.379383418,0.771548227,0.739257661,0.807276936,0.896311435,0.929273762,0.869675027,0.658923389,0.831208358,0.81878937,0.907760502,0.712424475,0.867858371,0.487366167,-1.501037033,0.945718286,0.635719464,0.942931305,0.940101844,0.884660328,0.831753733,0.448156265,0.877727322,0.96412288,0.954355527,0.085411702,0.854434987,0.592752166,0.913351572,0.194929458,0.823050831,0.978653874,0.891133787,0.983265773,0.499695523,0.959867889,0.856401925,0.960353466,0.791873956,0.804409715,0.874922478,0.516793552,0.640649674,0.822204873,0.633906305,0.376747457,0.3308568,0.557034898,0.784472957,0.195246077,0.867331825,0.460324365,0.580880602,0.492019259,0.976291647,0.978648257,0.963659798,0.966916923,-1.024984564,-0.706531263,0.893547656,0.472791726,0.919491617,0.833581194,0.78136597
Sejuani,0.724816647,0.810430218,-0.118250639,0.529349739,0.514070221,0.939762641,0.951723394,0.469462658,-0.366592682,-0.332386074,-0.058340709,-0.144240549,0.272347905,-0.136492924,0.607885478,0.836827053,-0.225358182,0.908508717,-0.273422414,0.585970433,0.286492875,0.332680207,0.639793057,0.875602708,0.783388344,0.645478086,0.118968388,0.852363953,0.821837378,-0.235323786,0.755358878,0.53443478,0.694340229,0.552301902,-0.546110471,0.629797672,0.297227173,0.763364068,0.283806784,0.369506556,0.350933914,0.676990562,0.602620258,0.826145022,0.584713377,0.897545936,-0.866040678,0.598788868,0.750069498,0.777539997,0.524813868,0.533169496,0.951299431,0.883513371,0.666623843,0.056459398,-0.249139189,-0.224406986,-0.077750598,0.24631226,0.362783237,0.238327676,0.456970868,0.381078041,0.309001432,0.30869784,0.823373771,0.163463661,0.751244308,0.654218596,0.819386685,-0.478264744,0.127049432,0.206540278,0.943380193,0.85917381,0.133450235,-0.067583607,0.661780941,-1.025424831,-0.426388297,0.206448588,0.224150707,-0.706431942,0.834943066,0.774837249,-0.452081672,0.629741863,0.578454407,0.08216981,0.733995047,0.78847578,-0.102747298,0.581540055,0.839876019,0.742793575,0.90141775,-0.389845561,0.713438171,0.876858599,0.462810876,0.555487823,0.643711919,0.741722045,0.881966979,0.179027758,-0.016920359,0.868595502,0.982676667,0.854066498,0.897340817,0.794408092,0.777418858,0.63549682,0.142553657,0.199674243,0.33539486,0.379383418,-1,-0.207461682,0.093117635,0.864258568,0.590662977,0.691339515,-0.165189629,0.788127709,0.742417428,0.801930404,0.695882941,0.78250512,-0.215388749,0.111234045,-1.215889735,0.635387181,0.829123968,0.639177801,0.68999761,0.733472381,-0.370916705,0.992269583,-0.273420086,0.498054459,0.195276071,0.719244187,-0.297153193,0.842303005,-0.003834808,0.791241258,0.85160587,0.308138117,-0.162341389,0.536602962,0.92344923,0.527190376,-0.248008448,0.132165266,-0.429583834,-0.385719999,0.045987029,-1.087605339,-0.794849317,0.833017358,-0.857982022,0.100623897,0.150366781,0.984513253,0.766731262,0.80040077,-0.1970755,-1.202818596,-0.935550304,0.81284281,0.387523541,0.400637713,0.480654242,0.625723759,-1.432839934,0.003245978,-0.14139398,-1.174562512,0.49112342,-0.39635312,-0.444139305
Senna,0.636007176,0.496544119,0.753648289,0.742303396,0.746956818,-0.016595491,0.212818328,0.610834343,0.63112659,0.720549347,0.685475438,0.581709438,0.679673569,0.621198201,0.747029862,-0.077533963,0.571961157,-0.241192595,0.727310414,0.474138356,0.890955888,0.862733594,0.623242618,0.320969789,0.413151738,0.714184041,0.718749293,0.155248775,0.411550171,0.616626749,0.535344043,0.747044155,0.679830626,0.790218839,0.625682212,0.47078204,0.693316367,0.57842928,0.658452424,0.452280182,0.78799368,0.300616076,0.416141412,0.445455971,0.761496245,0.206401861,0.566176215,0.674401088,0.552954249,0.521757945,0.539201626,0.706904587,0.180765169,0.405361444,0.511037846,0.659516642,0.773655935,0.67288394,0.665234952,0.722345427,0.696610513,0.892531047,0.778159405,0.793320901,0.713115193,0.901394196,0.326376815,0.714778018,0.529877033,0.674968035,0.116918817,0.674658154,0.750301694,0.62331474,0.234672889,-0.223466924,0.637698427,0.682133802,0.125865855,0.457670327,0.565268047,0.489662014,0.560267888,0.502694631,0.410581864,0.586487139,0.616293763,0.665699037,0.598075521,0.440434053,-0.030875744,0.019596381,0.616501328,0.598284392,0.46138596,-0.295642008,0.353084438,0.631581662,0.274799684,0.415343399,0.639237264,0.575402202,0.408086219,0.353176938,0.415864766,0.705100952,0.552215089,0.249726443,0.051726231,0.313027394,0.323966732,0.563860014,0.506150418,0.569046886,0.665935682,0.636283276,0.801506485,0.771548227,-0.207461682,-1,0.94394583,0.356991709,0.375899494,0.64425929,0.585548666,0.000949456,0.260519833,0.54876304,0.441324645,0.033948283,0.689704854,0.772412046,-0.759704233,0.651279114,0.401772457,0.65336938,0.614027919,0.582685354,0.683789283,-0.138462568,0.841814986,0.817548761,0.622484666,-0.076031993,0.685158103,-0.063498743,0.668570091,-0.010599358,0.46120647,0.699519109,0.680951333,0.748779189,0.162277169,0.54871348,0.690535773,0.72088698,0.618949612,0.59954315,0.513228554,0.442984845,0.479375394,0.462749002,0.558417232,0.654797739,0.591112279,0.025660483,0.163787573,-0.020473148,0.663934065,0.408567574,0.454963812,0.305286934,0.682720283,0.659414274,0.590050419,0.643650714,-0.129858082,-0.507427492,0.659557166,0.409405899,0.825938029,0.743617432,0.555379799
Senna,0.75042486,0.679398531,0.592589342,0.760991282,0.759676104,0.320691119,0.439466862,0.588070182,0.408296618,0.519239184,0.540887771,0.432148783,0.600143566,0.443396776,0.819875808,0.073535732,0.365486773,-0.020279889,0.541319364,0.481709127,0.866929855,0.842178742,0.665941416,0.467405264,0.50578636,0.791997943,0.602585749,0.462051148,0.537106807,0.431343128,0.744714583,0.769989171,0.791156243,0.845834056,0.371661966,0.729236852,0.629965701,0.68847349,0.583801069,0.385938474,0.750049076,0.341240734,0.425002765,0.676533715,0.831208252,0.498029164,0.257198506,0.717330282,0.647807098,0.630344904,0.761843532,0.883899017,0.442419627,0.61551174,0.557640413,0.525120467,0.600240354,0.492589741,0.520008255,0.654424714,0.662442838,0.857145823,0.775497702,0.765632677,0.680324603,0.898208382,0.59942143,0.61020382,0.749917402,0.849640808,0.22480776,0.434489451,0.641686085,0.552166206,0.457133749,-0.024717328,0.519595951,0.531967723,0.272940289,0.123852546,0.334225111,0.388845023,0.461033935,0.220307522,0.611777954,0.762284065,0.386154659,0.715132889,0.629063623,0.724186506,0.045575414,0.14296995,0.444351029,0.822588706,0.681648472,0.134603307,0.577390678,0.408955763,0.327713284,0.589137705,0.615573914,0.576814725,0.43311112,0.510455116,0.612308827,0.603513499,0.394728707,0.482113107,0.321170135,0.590614872,0.489862008,0.7359746,0.605979872,0.611563554,0.547229947,0.529568715,0.761471474,0.739257661,0.093117635,0.94394583,-1,0.499284032,0.378402264,0.732703588,0.392655873,0.132647131,0.331628363,0.707687401,0.489444847,0.126723757,0.512752147,0.931787567,-0.31238156,0.705321026,0.634893327,0.708683882,0.689287134,0.685856799,0.46702502,0.141400968,0.666519032,0.855391283,0.518749562,0.328140233,0.475178915,0.111121009,0.535824656,0.361254104,0.617834406,0.643435401,0.50379725,0.776848761,0.458347355,0.540123776,0.509762553,0.618412941,0.393093213,0.376324529,0.386982244,0.09317266,0.171523456,0.619532375,0.251204535,0.832826133,0.797413754,0.276057142,0.244261448,0.352120288,0.488129394,0.043201667,0.127074559,0.59312807,0.650887783,0.624052537,0.575101512,0.683435467,0.128705281,-0.031684578,0.480540431,0.046359381,0.896691383,0.527648924,0.309411794
Sett,0.940417601,0.942552006,0.491023651,0.884910751,0.879869574,0.804907513,0.961475063,0.844932107,0.313756098,0.332661401,0.504908939,0.407842996,0.743985772,0.465660737,0.898957457,0.872784335,0.421749335,0.838625137,0.367583936,0.895515318,0.738695737,0.772362916,0.942325485,0.999140982,0.977307384,0.922711942,0.651003917,0.804719472,0.994218974,0.375985054,0.87172779,0.890226623,0.92286167,0.878314355,0.187270062,0.707580143,0.745169638,0.973996965,0.738595784,0.776274792,0.788238421,0.914395151,0.904726704,0.894666515,0.879048058,0.858257855,-0.043931391,0.923387836,0.967034208,0.971802622,0.618217262,0.713067553,0.91759733,0.947557472,0.930894765,0.60119479,0.384160072,0.392377069,0.481275573,0.704000507,0.769042597,0.718087939,0.851124677,0.810156608,0.716197458,0.734362812,0.836436002,0.676785182,0.854692965,0.835066386,0.949064247,0.245656268,0.656340153,0.647458403,0.958717522,0.815849489,0.649167296,0.503178801,0.731141005,-0.185785145,0.249997154,0.664525022,0.696065346,0.044246962,0.936029163,0.921437516,0.234692801,0.937297833,0.878180464,0.181068422,0.878595457,0.870658106,0.490267482,0.714131604,0.912471941,0.51093669,0.948769757,0.288231175,0.935923015,0.980010727,0.845613387,0.894394858,0.92294385,0.838269973,0.967428208,0.685429818,0.539132734,0.86814172,0.921180675,0.848341737,0.995664275,0.940103406,0.985263567,0.91551046,0.67085739,0.703518321,0.781575293,0.807276936,0.864258568,0.356991709,0.499284032,-1,0.898920883,0.93376754,0.458258381,0.856025597,0.932847533,0.960676991,0.95669676,0.921309095,0.400054926,0.392359409,-1.291716512,0.938347244,0.894386828,0.940709058,0.943142805,0.966864429,0.311586917,0.883085991,0.389000978,0.854259183,0.684934045,0.529149466,0.382193326,0.850300893,0.536647293,0.654760968,0.984885417,0.744692772,0.452842298,0.879407783,0.856139901,0.871630887,0.374151025,0.640522194,0.250320768,0.285091287,0.545087264,-0.217162491,0.004343812,0.957998084,-0.041884295,0.365112001,0.37025919,0.937670705,0.934311304,0.659656338,0.410155545,-0.310169105,-0.104905112,0.806128476,0.785928474,0.799911931,0.837879551,0.932885771,-1.204413595,-0.197150862,0.47209865,-0.286392565,0.804344122,0.305616965,0.261700089
Sett,0.84721585,0.739715238,0.740909308,0.907142822,0.907892832,0.439092408,0.755743627,0.956203467,0.653027013,0.631745503,0.755464732,0.685326884,0.913399275,0.763022699,0.845723062,0.836110259,0.749923876,0.714509671,0.650924043,0.985331551,0.784089076,0.820350456,0.949484961,0.897863987,0.953363612,0.864532683,0.855677462,0.435940703,0.902603901,0.683390581,0.613957808,0.900614462,0.825409757,0.832713705,0.554538054,0.35418591,0.897416364,0.89126194,0.908517358,0.96574358,0.880788809,0.982557101,0.996724875,0.626084949,0.826943747,0.526257798,0.375678196,0.909084382,0.918311994,0.909419394,0.352287435,0.486993201,0.659916565,0.737558655,0.962699109,0.842203897,0.64273226,0.682871276,0.736189025,0.856526362,0.885755408,0.763827197,0.892652721,0.884100005,0.82746849,0.749033282,0.505506024,0.869570424,0.582603919,0.611349697,0.939616565,0.586646886,0.846844772,0.824738908,0.759239994,0.729031339,0.875268094,0.760026034,0.683353771,0.280626356,0.612202812,0.897911579,0.913756863,0.463244516,0.712082769,0.726471096,0.585278519,0.922936278,0.924426665,-0.263425629,0.931647687,0.865874774,0.782204503,0.402400833,0.667852926,-0.022483031,0.715369076,0.628493284,0.985543245,0.829787893,0.951315944,0.975027469,0.994435638,0.737298572,0.773592592,0.876803748,0.826482285,0.662320731,0.666065686,0.522816109,0.867328003,0.755128009,0.930718408,0.944401092,0.884510916,0.908911374,0.873774004,0.896311435,0.590662977,0.375899494,0.378402264,0.898920883,-1,0.880066788,0.772763375,0.842502369,0.965104057,0.79764557,0.985622075,0.939003645,0.683139512,0.111116841,-2.057967287,0.918903056,0.619810502,0.915857778,0.916110432,0.87963632,0.63328566,0.643665662,0.624662815,0.828884548,0.895931179,0.034994791,0.688574253,0.781980485,0.777217979,0.193873054,0.850789559,0.886551069,0.737023239,0.892310173,0.538246198,0.973300756,0.661052189,0.834510563,0.596751687,0.633211507,0.808952005,0.259610954,0.445463558,0.832962975,0.380489999,0.041372355,0.013326211,0.718105718,0.960771001,0.200239257,0.698078873,0.18418761,0.357084719,0.45316416,0.898244361,0.920286099,0.943855472,0.944241201,-1.745599542,-0.899938588,0.760096649,0.206209974,0.737230184,0.607718502,0.635774731
