Champion,Rune1,Rune2,Rune3,Rune4,Rune5,Rune6,Rune7,Rune8,Rune9,Rune10,Pick Rate,Win Rate
Jayce,Summon Aery,Manaflow Band,Absolute Focus,Gathering Storm,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,1.28%,0.4412
Jayce,Summon Aery,Manaflow Band,Absolute Focus,Scorch,Magical Footwear,Biscuit Delivery,,Adaptive Force,Adaptive Force,Armor,1.21%,0.5417
Jayce,Summon Aery,Manaflow Band,Absolute Focus,Gathering Storm,Magical Footwear,Biscuit Delivery,,Adaptive Force,Adaptive Force,Armor,1.16%,0.5978
Jayce,Summon Aery,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,0.78%,0.5323
Jayce,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Manaflow Band,Transcendence,,Adaptive Force,Adaptive Force,Armor,0.85%,0.5882
Jayce,Conqueror,Triumph,Legend: Alacrity,Last Stand,Manaflow Band,Transcendence,,Adaptive Force,Adaptive Force,Armor,0.20%,0.4375
Jayce,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Manaflow Band,,Scorch,Adaptive Force,Adaptive Force,Armor,0.15%,0.3333
Jayce,Conqueror,Presence of Mind,Legend: Alacrity,Coup de Grace,Manaflow Band,Transcendence,,Adaptive Force,Adaptive Force,Armor,0.14%,0.3636
Jayce,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Manaflow Band,Transcendence,,Adaptive Force,Adaptive Force,Magic Resist,0.14%,0.7273
Jhin,Fleet Footwork,Presence of Mind,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Adaptive Force,Adaptive Force,Armor,15.12%,0.5011
Jhin,Fleet Footwork,Presence of Mind,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,10.44%,0.5039
Jhin,Fleet Footwork,Triumph,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Adaptive Force,Adaptive Force,Armor,4.32%,0.5070
Jhin,Fleet Footwork,Triumph,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,3.46%,0.5070
Jhin,Fleet Footwork,Presence of Mind,Legend: Bloodline,Coup de Grace,Nimbus Cloak,Celerity,,Adaptive Force,Adaptive Force,Armor,3.23%,0.5094
Jhin,Dark Harvest,Taste of Blood,Eyeball Collection,Relentless Hunter,Presence of Mind,Legend: Bloodline,,Adaptive Force,Adaptive Force,Armor,0.92%,0.5371
Jhin,Dark Harvest,Taste of Blood,Eyeball Collection,Ravenous Hunter,Presence of Mind,Legend: Bloodline,,Adaptive Force,Adaptive Force,Armor,0.71%,0.4802
Jhin,Dark Harvest,Taste of Blood,Eyeball Collection,Relentless Hunter,,Legend: Bloodline,Coup de Grace,Adaptive Force,Adaptive Force,Armor,0.46%,0.5088
Jhin,Dark Harvest,Taste of Blood,Eyeball Collection,Ravenous Hunter,,Legend: Bloodline,Coup de Grace,Adaptive Force,Adaptive Force,Armor,0.25%,0.4603
Jhin,Dark Harvest,Taste of Blood,Eyeball Collection,Relentless Hunter,Presence of Mind,,Coup de Grace,Adaptive Force,Adaptive Force,Armor,0.24%,0.4746
Jhin,Fleet Footwork,Triumph,Legend: Alacrity,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,0.85%,0.5071
Jhin,Fleet Footwork,Triumph,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,,Adaptive Force,Adaptive Force,Armor,0.78%,0.4948
Jhin,Fleet Footwork,Triumph,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,0.59%,0.4863
Jhin,Fleet Footwork,Presence of Mind,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,0.37%,0.5385
Jhin,Fleet Footwork,Presence of Mind,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,,Adaptive Force,Adaptive Force,Armor,0.35%,0.5698
Jhin,Dark Harvest,Taste of Blood,Eyeball Collection,Relentless Hunter,Nimbus Cloak,,Gathering Storm,Adaptive Force,Adaptive Force,Armor,0.28%,0.5143
Jhin,Dark Harvest,Taste of Blood,Eyeball Collection,Ravenous Hunter,Nimbus Cloak,,Gathering Storm,Adaptive Force,Adaptive Force,Armor,0.28%,0.5429
Jhin,Dark Harvest,Taste of Blood,Eyeball Collection,Ravenous Hunter,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,0.16%,0.4615
Jhin,Dark Harvest,Taste of Blood,Eyeball Collection,Ravenous Hunter,Nimbus Cloak,Celerity,,Adaptive Force,Adaptive Force,Armor,0.10%,0.3600
Jhin,Dark Harvest,Taste of Blood,Eyeball Collection,Relentless Hunter,Nimbus Cloak,Celerity,,Adaptive Force,Adaptive Force,Armor,0.10%,0.4800
Jinx,Conqueror,Presence of Mind,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,20.65%,0.5190
Jinx,Conqueror,Presence of Mind,Legend: Bloodline,Cut Down,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,8.37%,0.5263
Jinx,Conqueror,Triumph,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,2.28%,0.4880
Jinx,Conqueror,Presence of Mind,Legend: Bloodline,Coup de Grace,Nimbus Cloak,Absolute Focus,,Attack Speed,Adaptive Force,Armor,1.45%,0.5177
Jinx,Conqueror,Presence of Mind,Legend: Bloodline,Coup de Grace,,Absolute Focus,Gathering Storm,Attack Speed,Adaptive Force,Armor,1.07%,0.4948
Jinx,Fleet Footwork,Triumph,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,8.22%,0.4853
Jinx,Fleet Footwork,Presence of Mind,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,3.62%,0.4762
Jinx,Fleet Footwork,Triumph,Legend: Bloodline,Coup de Grace,,Absolute Focus,Gathering Storm,Attack Speed,Adaptive Force,Armor,3.14%,0.5222
Jinx,Fleet Footwork,Triumph,Legend: Alacrity,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,1.49%,0.4840
Jinx,Fleet Footwork,Overheal,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,1.48%,0.4938
Jinx,Lethal Tempo,Presence of Mind,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,4.39%,0.5217
Jinx,Lethal Tempo,Triumph,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,3.82%,0.4971
Jinx,Lethal Tempo,Overheal,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,1.72%,0.5117
Jinx,Lethal Tempo,Presence of Mind,Legend: Bloodline,Cut Down,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,1.09%,0.5286
Jinx,Lethal Tempo,Triumph,Legend: Alacrity,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,0.95%,0.4247
Jinx,Lethal Tempo,Triumph,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,1.34%,0.5425
Jinx,Lethal Tempo,Triumph,Legend: Alacrity,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,0.39%,0.5566
Jinx,Lethal Tempo,Overheal,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,0.27%,0.3514
Jinx,Lethal Tempo,Presence of Mind,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,0.22%,0.5082
Jinx,Lethal Tempo,Triumph,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Health,0.15%,0.5714
KaiSa,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Presence of Mind,Legend: Bloodline,,Attack Speed,Adaptive Force,Armor,28.26%,0.4783
KaiSa,Hail of Blades,Taste of Blood,Eyeball Collection,Ultimate Hunter,Presence of Mind,Legend: Bloodline,,Attack Speed,Adaptive Force,Armor,11.98%,0.4677
KaiSa,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Presence of Mind,Legend: Bloodline,,Attack Speed,Adaptive Force,Armor,2.16%,0.4809
KaiSa,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Presence of Mind,Legend: Alacrity,,Attack Speed,Adaptive Force,Armor,1.03%,0.4955
KaiSa,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Presence of Mind,Legend: Bloodline,,Attack Speed,Adaptive Force,Magic Resist,0.84%,0.4643
KaiSa,Press the Attack,Presence of Mind,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,13.65%,0.4700
KaiSa,Press the Attack,Triumph,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,5.93%,0.4577
KaiSa,Press the Attack,Presence of Mind,Legend: Bloodline,Cut Down,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,2.55%,0.4943
KaiSa,Press the Attack,Triumph,Legend: Alacrity,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,1.46%,0.4411
KaiSa,Press the Attack,Overheal,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,0.94%,0.4192
KaiSa,Press the Attack,Triumph,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,2.23%,0.4872
KaiSa,Press the Attack,Presence of Mind,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,1.75%,0.4936
KaiSa,Press the Attack,Triumph,Legend: Alacrity,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,1.09%,0.4635
KaiSa,Press the Attack,Presence of Mind,Legend: Alacrity,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,0.29%,0.5325
KaiSa,Press the Attack,Presence of Mind,Legend: Bloodline,Cut Down,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,0.20%,0.4233
KaiSa,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,1.27%,0.4889
KaiSa,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Nimbus Cloak,Absolute Focus,,Attack Speed,Adaptive Force,Armor,0.32%,0.4971
KaiSa,Hail of Blades,Taste of Blood,Eyeball Collection,Ultimate Hunter,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,0.31%,0.4760
KaiSa,Hail of Blades,Sudden Impact,Eyeball Collection,Ravenous Hunter,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,0.09%,0.4500
KaiSa,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,0.06%,0.3387
Kalista,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Triumph,Legend: Alacrity,,Attack Speed,Adaptive Force,Armor,18.50%,0.4838
Kalista,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Overheal,Legend: Alacrity,,Attack Speed,Adaptive Force,Armor,16.90%,0.5070
Kalista,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,,Legend: Alacrity,Coup de Grace,Attack Speed,Adaptive Force,Armor,4.13%,0.5165
Kalista,Hail of Blades,Sudden Impact,Eyeball Collection,Ravenous Hunter,Triumph,Legend: Alacrity,,Attack Speed,Adaptive Force,Armor,1.94%,0.5109
Kalista,Hail of Blades,Sudden Impact,Eyeball Collection,Ravenous Hunter,Overheal,Legend: Alacrity,,Attack Speed,Adaptive Force,Armor,1.60%,0.5273
Kalista,Lethal Tempo,Overheal,Legend: Alacrity,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,8.21%,0.4904
Kalista,Lethal Tempo,Triumph,Legend: Alacrity,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,3.67%,0.5159
Kalista,Lethal Tempo,Overheal,Legend: Alacrity,Coup de Grace,Nimbus Cloak,Absolute Focus,,Attack Speed,Adaptive Force,Armor,2.79%,0.5070
Kalista,Lethal Tempo,Overheal,Legend: Alacrity,Cut Down,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,2.69%,0.5096
Kalista,Lethal Tempo,Overheal,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,0.99%,0.4984
Kalista,Lethal Tempo,Triumph,Legend: Alacrity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,1.57%,0.5455
Kalista,Lethal Tempo,Triumph,Legend: Alacrity,Coup de Grace,Sudden Impact,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,0.87%,0.4981
Kalista,Lethal Tempo,Overheal,Legend: Alacrity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,0.81%,0.4819
Kalista,Lethal Tempo,Overheal,Legend: Alacrity,Cut Down,Taste of Blood,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,0.25%,0.5000
Kalista,Lethal Tempo,Overheal,Legend: Alacrity,Coup de Grace,Sudden Impact,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,0.22%,0.4928
Kalista,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,1.05%,0.5215
Kalista,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Nimbus Cloak,Absolute Focus,,Attack Speed,Adaptive Force,Armor,0.31%,0.4896
Kalista,Hail of Blades,Sudden Impact,Eyeball Collection,Ravenous Hunter,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,0.29%,0.4831
Kalista,Hail of Blades,Taste of Blood,Eyeball Collection,Ultimate Hunter,Nimbus Cloak,Absolute Focus,,Attack Speed,Adaptive Force,Armor,0.13%,0.5000
Kalista,Hail of Blades,Sudden Impact,Eyeball Collection,Ravenous Hunter,Nimbus Cloak,Absolute Focus,,Attack Speed,Adaptive Force,Armor,0.08%,0.4615
Karma,Summon Aery,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,15.88%,0.4919
Karma,Summon Aery,Manaflow Band,Celerity,Scorch,,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,3.02%,0.5117
Karma,Summon Aery,Manaflow Band,Transcendence,Scorch,Perfect Timing,,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,1.35%,0.4331
Karma,Summon Aery,Manaflow Band,Transcendence,Scorch,Perfect Timing,Biscuit Delivery,,Adaptive Force,Adaptive Force,Armor,1.18%,0.4701
Karma,Summon Aery,Manaflow Band,Transcendence,Scorch,Magical Footwear,,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,0.89%,0.5060
Karma,Arcane Comet,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,7.60%,0.5035
Karma,Arcane Comet,Manaflow Band,Absolute Focus,Scorch,,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,2.04%,0.5182
Karma,Arcane Comet,Manaflow Band,Transcendence,Scorch,Perfect Timing,Biscuit Delivery,,Adaptive Force,Adaptive Force,Armor,1.41%,0.4762
Karma,Arcane Comet,Manaflow Band,Celerity,Scorch,,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,1.35%,0.4961
Karma,Arcane Comet,Nimbus Cloak,Absolute Focus,Scorch,,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,1.35%,0.5276
Karma,Summon Aery,Manaflow Band,Transcendence,Scorch,,Bone Plating,Revitalize,Adaptive Force,Adaptive Force,Armor,1.09%,0.4419
Karma,Summon Aery,Manaflow Band,Celerity,Scorch,,Bone Plating,Revitalize,Adaptive Force,Adaptive Force,Armor,0.55%,0.4140
Karma,Summon Aery,Manaflow Band,Absolute Focus,Scorch,,Bone Plating,Revitalize,Adaptive Force,Adaptive Force,Armor,0.21%,0.4000
Karma,Summon Aery,Manaflow Band,Transcendence,Scorch,Shield Bash,,Revitalize,Adaptive Force,Adaptive Force,Armor,0.18%,0.5294
Karma,Summon Aery,Manaflow Band,Celerity,Scorch,,Bone Plating,Revitalize,Adaptive Force,Adaptive Force,Health,0.14%,0.4359
Karma,Arcane Comet,Manaflow Band,Transcendence,Scorch,,Bone Plating,Revitalize,Adaptive Force,Adaptive Force,Armor,1.02%,0.5000
Karma,Arcane Comet,Manaflow Band,Absolute Focus,Scorch,,Bone Plating,Revitalize,Adaptive Force,Adaptive Force,Armor,0.41%,0.5043
Karma,Arcane Comet,Manaflow Band,Celerity,Scorch,,Bone Plating,Revitalize,Adaptive Force,Adaptive Force,Armor,0.36%,0.5243
Karma,Arcane Comet,Manaflow Band,Transcendence,Scorch,Shield Bash,,Revitalize,Adaptive Force,Adaptive Force,Armor,0.15%,0.4286
Karma,Arcane Comet,Manaflow Band,Transcendence,Scorch,Demolish,,Revitalize,Adaptive Force,Adaptive Force,Health,0.13%,0.5278
Karthus,Dark Harvest,Cheap Shot,Eyeball Collection,Ravenous Hunter,Presence of Mind,,Coup de Grace,Adaptive Force,Adaptive Force,Armor,48.87%,0.5309
Karthus,Dark Harvest,Cheap Shot,Eyeball Collection,Ravenous Hunter,Presence of Mind,,Coup de Grace,Adaptive Force,Adaptive Force,Magic Resist,7.06%,0.5597
Karthus,Dark Harvest,Cheap Shot,Eyeball Collection,Ravenous Hunter,Presence of Mind,,Coup de Grace,CDR,Adaptive Force,Armor,5.92%,0.5335
Karthus,Dark Harvest,Cheap Shot,Eyeball Collection,Ravenous Hunter,Presence of Mind,,Last Stand,Adaptive Force,Adaptive Force,Armor,5.51%,0.5925
Karthus,Dark Harvest,Cheap Shot,Eyeball Collection,Ultimate Hunter,Presence of Mind,,Coup de Grace,Adaptive Force,Adaptive Force,Armor,4.57%,0.4475
Karthus,Dark Harvest,Cheap Shot,Eyeball Collection,Ravenous Hunter,,Absolute Focus,Gathering Storm,Adaptive Force,Adaptive Force,Armor,1.57%,0.4470
Karthus,Dark Harvest,Cheap Shot,Zombie Ward,Ravenous Hunter,,Absolute Focus,Gathering Storm,Adaptive Force,Adaptive Force,Armor,0.49%,0.5663
Karthus,Dark Harvest,Cheap Shot,Eyeball Collection,Ravenous Hunter,,Absolute Focus,Gathering Storm,Adaptive Force,Adaptive Force,Magic Resist,0.37%,0.4603
Karthus,Dark Harvest,Cheap Shot,Eyeball Collection,Ultimate Hunter,,Transcendence,Gathering Storm,Adaptive Force,Adaptive Force,Armor,0.25%,0.3810
Karthus,Dark Harvest,Cheap Shot,Eyeball Collection,Ultimate Hunter,,Absolute Focus,Gathering Storm,Adaptive Force,Adaptive Force,Armor,0.24%,0.3750
Kassadin,Fleet Footwork,Presence of Mind,Legend: Tenacity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist,32.71%,0.5225
Kassadin,Fleet Footwork,Presence of Mind,Legend: Tenacity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Armor,7.77%,0.4988
Kassadin,Fleet Footwork,Triumph,Legend: Tenacity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist,2.20%,0.4769
Kassadin,Fleet Footwork,Presence of Mind,Legend: Tenacity,Coup de Grace,Taste of Blood,,Ultimate Hunter,Adaptive Force,Adaptive Force,Magic Resist,1.72%,0.5521
Kassadin,Fleet Footwork,Presence of Mind,Legend: Tenacity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Adaptive Force,Magic Resist,Magic Resist,1.62%,0.5433
Kassadin,Conqueror,Presence of Mind,Legend: Tenacity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist,4.19%,0.5087
Kassadin,Conqueror,Presence of Mind,Legend: Tenacity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Armor,1.08%,0.4933
Kassadin,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist,0.37%,0.5844
Kassadin,Conqueror,Presence of Mind,Legend: Tenacity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Adaptive Force,Armor,Armor,0.34%,0.4571
Kassadin,Conqueror,Presence of Mind,Legend: Tenacity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Adaptive Force,Magic Resist,Magic Resist,0.25%,0.6154
Kassadin,Electrocute,Taste of Blood,Eyeball Collection,Ravenous Hunter,Presence of Mind,,Coup de Grace,Adaptive Force,Adaptive Force,Magic Resist,1.40%,0.4879
Kassadin,Electrocute,Taste of Blood,Eyeball Collection,Ravenous Hunter,Presence of Mind,Legend: Tenacity,,Adaptive Force,Adaptive Force,Magic Resist,0.75%,0.5548
Kassadin,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,Presence of Mind,,Coup de Grace,CDR,Adaptive Force,Magic Resist,0.59%,0.6066
Kassadin,Electrocute,Taste of Blood,Eyeball Collection,Ravenous Hunter,Presence of Mind,,Coup de Grace,Adaptive Force,Adaptive Force,Armor,0.55%,0.5263
Kassadin,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,Presence of Mind,,Coup de Grace,CDR,Adaptive Force,Armor,0.49%,0.5294
Kassadin,Fleet Footwork,Presence of Mind,Legend: Tenacity,Coup de Grace,,Bone Plating,Overgrowth,Adaptive Force,Adaptive Force,Magic Resist,0.56%,0.5217
Kassadin,Fleet Footwork,Presence of Mind,Legend: Tenacity,Coup de Grace,,Bone Plating,Overgrowth,Adaptive Force,Armor,Armor,0.50%,0.4231
Kassadin,Fleet Footwork,Presence of Mind,Legend: Tenacity,Coup de Grace,,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Magic Resist,0.42%,0.5632
Kassadin,Fleet Footwork,Presence of Mind,Legend: Tenacity,Coup de Grace,,Bone Plating,Overgrowth,Adaptive Force,Adaptive Force,Armor,0.41%,0.5176
Kassadin,Fleet Footwork,Presence of Mind,Legend: Tenacity,Coup de Grace,,Second Wind,Overgrowth,CDR,Adaptive Force,Magic Resist,0.15%,0.4688
Katarina,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Sudden Impact,,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist,33.67%,0.5227
Katarina,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Sudden Impact,,Ravenous Hunter,Adaptive Force,Adaptive Force,Armor,18.84%,0.5054
Katarina,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Sudden Impact,,Relentless Hunter,Adaptive Force,Adaptive Force,Magic Resist,4.19%,0.5310
Katarina,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Sudden Impact,,Relentless Hunter,Adaptive Force,Adaptive Force,Armor,2.27%,0.4979
Katarina,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist,1.74%,0.4945
Katarina,Electrocute,Sudden Impact,Eyeball Collection,Relentless Hunter,Triumph,,Coup de Grace,Adaptive Force,Adaptive Force,Magic Resist,4.84%,0.5448
Katarina,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,Triumph,,Coup de Grace,Adaptive Force,Adaptive Force,Magic Resist,3.19%,0.5482
Katarina,Electrocute,Sudden Impact,Eyeball Collection,Relentless Hunter,Triumph,,Coup de Grace,Adaptive Force,Adaptive Force,Armor,2.23%,0.4950
Katarina,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,Triumph,,Coup de Grace,Adaptive Force,Adaptive Force,Armor,1.75%,0.5009
Katarina,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,Triumph,Legend: Tenacity,,Adaptive Force,Adaptive Force,Magic Resist,0.35%,0.5495
Katarina,Electrocute,Sudden Impact,Eyeball Collection,Relentless Hunter,,Bone Plating,Overgrowth,Adaptive Force,Adaptive Force,Magic Resist,3.44%,0.5322
Katarina,Electrocute,Sudden Impact,Eyeball Collection,Relentless Hunter,,Bone Plating,Overgrowth,Adaptive Force,Adaptive Force,Armor,2.89%,0.5280
Katarina,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,,Bone Plating,Overgrowth,Adaptive Force,Adaptive Force,Magic Resist,0.91%,0.5280
Katarina,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,,Bone Plating,Overgrowth,Adaptive Force,Adaptive Force,Armor,0.70%,0.5611
Katarina,Electrocute,Sudden Impact,Eyeball Collection,Relentless Hunter,,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Magic Resist,0.14%,0.4773
