Champion,Rune1,Rune2,Rune3,Rune4,Rune5,Rune6,Rune7,Rune8,Rune9,Rune10,Pick Rate,Win Rate
Vi,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Cheap Shot,,Relentless Hunter,Attack Speed,Adaptive Force,Armor,0.37%,0.6296
Vi,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Sudden Impact,,Relentless Hunter,Attack Speed,Adaptive Force,Health,0.35%,0.5769
Vi,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Sudden Impact,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,0.34%,0.4400
Vi,Aftershock,Shield Bash,Bone Plating,Revitalize,Triumph,Legend: Alacrity,,Attack Speed,Adaptive Force,Armor,1.26%,0.5591
Vi,Aftershock,Shield Bash,Conditioning,Overgrowth,Triumph,Legend: Alacrity,,Attack Speed,Adaptive Force,Health,0.41%,0.4000
Vi,Aftershock,Shield Bash,Bone Plating,Unflinching,Triumph,Legend: Alacrity,,Attack Speed,Armor,Armor,0.29%,0.5714
Vi,Aftershock,Shield Bash,Conditioning,Unflinching,Triumph,Legend: Tenacity,,Adaptive Force,Adaptive Force,Armor,0.23%,0.5882
Vi,Aftershock,Shield Bash,Conditioning,Revitalize,Triumph,Legend: Alacrity,,Attack Speed,Adaptive Force,Armor,0.22%,0.6875
Viktor,Summon Aery,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,6.58%,0.4278
Viktor,Summon Aery,Manaflow Band,Transcendence,Scorch,Magical Footwear,Biscuit Delivery,,Adaptive Force,Adaptive Force,Magic Resist,3.89%,0.5116
Viktor,Summon Aery,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,2.79%,0.4656
Viktor,Summon Aery,Manaflow Band,Transcendence,Scorch,Magical Footwear,Biscuit Delivery,,Adaptive Force,Adaptive Force,Armor,1.73%,0.4837
Viktor,Summon Aery,Manaflow Band,Transcendence,Scorch,Magical Footwear,,Cosmic Insight,Adaptive Force,Adaptive Force,Magic Resist,1.11%,0.5204
Viktor,Phase Rush,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,1.98%,0.3829
Viktor,Phase Rush,Manaflow Band,Transcendence,Scorch,Magical Footwear,Biscuit Delivery,,Adaptive Force,Adaptive Force,Magic Resist,1.84%,0.5031
Viktor,Phase Rush,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,1.09%,0.4271
Viktor,Phase Rush,Manaflow Band,Transcendence,Scorch,Magical Footwear,Biscuit Delivery,,Adaptive Force,Adaptive Force,Armor,0.78%,0.4783
Viktor,Phase Rush,Manaflow Band,Transcendence,Scorch,Magical Footwear,,Cosmic Insight,Adaptive Force,Adaptive Force,Magic Resist,0.71%,0.6190
Viktor,Summon Aery,Manaflow Band,Transcendence,Scorch,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist,5.76%,0.4892
Viktor,Summon Aery,Manaflow Band,Transcendence,Scorch,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Armor,2.38%,0.5238
Viktor,Summon Aery,Manaflow Band,Transcendence,Gathering Storm,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist,0.70%,0.5161
Viktor,Summon Aery,Manaflow Band,Absolute Focus,Scorch,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist,0.41%,0.5000
Viktor,Summon Aery,Manaflow Band,Transcendence,Scorch,Taste of Blood,,Ravenous Hunter,CDR,Adaptive Force,Magic Resist,0.34%,0.5667
Viktor,Arcane Comet,Manaflow Band,Transcendence,Scorch,Magical Footwear,Biscuit Delivery,,Adaptive Force,Adaptive Force,Magic Resist,0.74%,0.4923
Viktor,Arcane Comet,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Magic Resist,0.57%,0.4600
Viktor,Arcane Comet,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,0.31%,0.3704
Viktor,Arcane Comet,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Magic Resist,0.23%,0.4000
Viktor,Arcane Comet,Manaflow Band,Transcendence,Scorch,Magical Footwear,,Cosmic Insight,Adaptive Force,Adaptive Force,Magic Resist,0.23%,0.6500
Vladimir,Phase Rush,Nimbus Cloak,Transcendence,Gathering Storm,Magical Footwear,,Cosmic Insight,CDR,Adaptive Force,Armor,45.22%,0.5228
Vladimir,Phase Rush,Nimbus Cloak,Transcendence,Gathering Storm,Magical Footwear,,Cosmic Insight,CDR,Adaptive Force,Magic Resist,15.95%,0.5345
Vladimir,Phase Rush,Nimbus Cloak,Transcendence,Gathering Storm,Magical Footwear,,Cosmic Insight,CDR,Adaptive Force,Health,8.95%,0.5044
Vladimir,Phase Rush,Nimbus Cloak,Transcendence,Gathering Storm,Perfect Timing,,Cosmic Insight,CDR,Adaptive Force,Armor,2.32%,0.4910
Vladimir,Phase Rush,Nullifying Orb,Transcendence,Gathering Storm,Magical Footwear,,Cosmic Insight,CDR,Adaptive Force,Magic Resist,1.62%,0.4771
Vladimir,Phase Rush,Nimbus Cloak,Transcendence,Gathering Storm,Taste of Blood,,Ravenous Hunter,CDR,Adaptive Force,Armor,1.43%,0.4757
Vladimir,Phase Rush,Nimbus Cloak,Transcendence,Gathering Storm,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Armor,0.67%,0.3750
Vladimir,Phase Rush,Nimbus Cloak,Transcendence,Gathering Storm,Taste of Blood,,Ravenous Hunter,CDR,Adaptive Force,Magic Resist,0.47%,0.5347
Vladimir,Phase Rush,Nimbus Cloak,Transcendence,Gathering Storm,Taste of Blood,,Ravenous Hunter,CDR,Adaptive Force,Health,0.21%,0.5435
Vladimir,Phase Rush,Nimbus Cloak,Transcendence,Scorch,Taste of Blood,,Ravenous Hunter,CDR,Adaptive Force,Armor,0.19%,0.5238
Vladimir,Electrocute,Taste of Blood,Eyeball Collection,Ravenous Hunter,,Transcendence,Gathering Storm,CDR,Adaptive Force,Magic Resist,0.56%,0.4836
Vladimir,Electrocute,Taste of Blood,Eyeball Collection,Ravenous Hunter,,Transcendence,Gathering Storm,CDR,Adaptive Force,Armor,0.50%,0.5741
Vladimir,Electrocute,Taste of Blood,Eyeball Collection,Ravenous Hunter,Nimbus Cloak,Transcendence,,CDR,Adaptive Force,Armor,0.48%,0.4423
Vladimir,Electrocute,Taste of Blood,Eyeball Collection,Ravenous Hunter,Nimbus Cloak,Transcendence,,CDR,Adaptive Force,Magic Resist,0.31%,0.5672
Vladimir,Electrocute,Taste of Blood,Ghost Poro,Ravenous Hunter,,Transcendence,Gathering Storm,CDR,Adaptive Force,Magic Resist,0.12%,0.6154
Vladimir,Phase Rush,Nimbus Cloak,Transcendence,Gathering Storm,,Bone Plating,Revitalize,CDR,Adaptive Force,Armor,0.31%,0.4545
Vladimir,Phase Rush,Nimbus Cloak,Transcendence,Scorch,,Bone Plating,Overgrowth,CDR,Adaptive Force,Armor,0.11%,0.6087
Vladimir,Phase Rush,Nimbus Cloak,Transcendence,Gathering Storm,,Second Wind,Revitalize,CDR,Adaptive Force,Armor,0.08%,0.4444
Vladimir,Phase Rush,Nimbus Cloak,Transcendence,Scorch,,Second Wind,Overgrowth,CDR,Adaptive Force,Armor,0.06%,0.5714
Vladimir,Phase Rush,Nimbus Cloak,Transcendence,Gathering Storm,,Bone Plating,Revitalize,Adaptive Force,Adaptive Force,Armor,0.06%,0.3846
Volibear,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Demolish,Second Wind,,Attack Speed,Armor,Armor,22.37%,0.5133
Volibear,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Demolish,Second Wind,,Attack Speed,Magic Resist,Magic Resist,5.74%,0.5221
Volibear,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Demolish,Second Wind,,Attack Speed,Adaptive Force,Armor,3.52%,0.5211
Volibear,Press the Attack,Triumph,Legend: Alacrity,Last Stand,Demolish,Second Wind,,Attack Speed,Armor,Armor,3.25%,0.5342
Volibear,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Demolish,Second Wind,,Attack Speed,Armor,Magic Resist,2.75%,0.5346
Volibear,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Triumph,,Last Stand,Attack Speed,Armor,Armor,1.45%,0.4745
Volibear,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Triumph,Legend: Tenacity,,Attack Speed,Armor,Armor,1.31%,0.5806
Volibear,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Triumph,,Coup de Grace,Attack Speed,Armor,Health,0.96%,0.5604
Volibear,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Triumph,Legend: Tenacity,,Attack Speed,Magic Resist,Magic Resist,0.71%,0.5970
Volibear,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Triumph,Legend: Tenacity,,Attack Speed,Adaptive Force,Armor,0.31%,0.4483
Volibear,Conqueror,Triumph,Legend: Tenacity,Last Stand,Demolish,Second Wind,,Attack Speed,Armor,Armor,0.39%,0.4324
Volibear,Conqueror,Triumph,Legend: Tenacity,Last Stand,Demolish,Second Wind,,Attack Speed,Magic Resist,Magic Resist,0.20%,0.4737
Volibear,Conqueror,Triumph,Legend: Tenacity,Last Stand,Demolish,Second Wind,,Attack Speed,Adaptive Force,Armor,0.18%,0.4118
Volibear,Conqueror,Triumph,Legend: Tenacity,Last Stand,,Second Wind,Overgrowth,Attack Speed,Armor,Armor,0.17%,0.5000
Volibear,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Demolish,Bone Plating,,Attack Speed,Armor,Armor,0.16%,0.6000
Volibear,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Nimbus Cloak,Celerity,,Attack Speed,Armor,Armor,0.65%,0.5082
Volibear,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Nimbus Cloak,Celerity,,Attack Speed,Magic Resist,Magic Resist,0.36%,0.5882
Volibear,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Nimbus Cloak,Celerity,,Attack Speed,Adaptive Force,Armor,0.26%,0.4400
Volibear,Press the Attack,Triumph,Legend: Alacrity,Last Stand,Nimbus Cloak,Celerity,,Attack Speed,Armor,Armor,0.22%,0.4762
Volibear,Press the Attack,Triumph,Legend: Alacrity,Last Stand,Nimbus Cloak,Celerity,,Attack Speed,Adaptive Force,Armor,0.20%,0.3158
Warwick,Press the Attack,Triumph,Legend: Alacrity,Last Stand,,Celerity,Waterwalking,Attack Speed,Adaptive Force,Armor,20.52%,0.5256
Warwick,Press the Attack,Triumph,Legend: Tenacity,Last Stand,,Celerity,Waterwalking,Attack Speed,Adaptive Force,Armor,8.61%,0.5276
Warwick,Press the Attack,Triumph,Legend: Alacrity,Coup de Grace,,Celerity,Waterwalking,Attack Speed,Adaptive Force,Armor,6.38%,0.5127
Warwick,Press the Attack,Triumph,Legend: Alacrity,Last Stand,,Celerity,Waterwalking,Attack Speed,Adaptive Force,Health,2.12%,0.5297
Warwick,Press the Attack,Triumph,Legend: Alacrity,Last Stand,,Celerity,Waterwalking,Attack Speed,Adaptive Force,Magic Resist,2.09%,0.5021
Warwick,Press the Attack,Triumph,Legend: Alacrity,Last Stand,Cheap Shot,,Relentless Hunter,Attack Speed,Adaptive Force,Armor,2.96%,0.5242
Warwick,Press the Attack,Triumph,Legend: Alacrity,Last Stand,,Eyeball Collection,Relentless Hunter,Attack Speed,Adaptive Force,Armor,2.17%,0.5868
Warwick,Press the Attack,Triumph,Legend: Alacrity,Last Stand,Cheap Shot,,Ultimate Hunter,Attack Speed,Adaptive Force,Armor,1.11%,0.5161
Warwick,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Cheap Shot,,Relentless Hunter,Attack Speed,Adaptive Force,Armor,0.87%,0.5670
Warwick,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Cheap Shot,,Ultimate Hunter,Attack Speed,Adaptive Force,Armor,0.69%,0.4805
Warwick,Press the Attack,Triumph,Legend: Alacrity,Last Stand,,Conditioning,Revitalize,Attack Speed,Adaptive Force,Armor,2.22%,0.4858
Warwick,Press the Attack,Triumph,Legend: Tenacity,Last Stand,,Conditioning,Revitalize,Attack Speed,Adaptive Force,Armor,2.07%,0.4913
Warwick,Press the Attack,Triumph,Legend: Alacrity,Last Stand,,Bone Plating,Revitalize,Attack Speed,Adaptive Force,Armor,0.92%,0.4804
Warwick,Press the Attack,Triumph,Legend: Alacrity,Last Stand,,Conditioning,Revitalize,Attack Speed,Adaptive Force,Health,0.65%,0.4583
Warwick,Press the Attack,Triumph,Legend: Tenacity,Coup de Grace,,Conditioning,Revitalize,Attack Speed,Adaptive Force,Armor,0.59%,0.5758
Warwick,Conqueror,Triumph,Legend: Alacrity,Last Stand,Taste of Blood,,Ultimate Hunter,Attack Speed,Adaptive Force,Health,0.31%,0.5143
Warwick,Conqueror,Triumph,Legend: Alacrity,Last Stand,Cheap Shot,,Relentless Hunter,Attack Speed,Adaptive Force,Armor,0.22%,0.5833
Warwick,Conqueror,Triumph,Legend: Alacrity,Last Stand,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Armor,0.14%,0.3125
Warwick,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,0.13%,0.5714
Warwick,Conqueror,Triumph,Legend: Alacrity,Last Stand,,Zombie Ward,Ultimate Hunter,Attack Speed,Armor,Armor,0.12%,0.6154
Wukong,Conqueror,Triumph,Legend: Alacrity,Last Stand,,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor,26.98%,0.5156
Wukong,Conqueror,Triumph,Legend: Alacrity,Last Stand,,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Magic Resist,7.51%,0.5055
Wukong,Conqueror,Triumph,Legend: Alacrity,Last Stand,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,4.98%,0.5405
Wukong,Conqueror,Triumph,Legend: Tenacity,Last Stand,,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor,4.35%,0.5222
Wukong,Conqueror,Triumph,Legend: Tenacity,Last Stand,,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,3.48%,0.5347
Wukong,Conqueror,Triumph,Legend: Alacrity,Last Stand,Demolish,Bone Plating,,Attack Speed,Adaptive Force,Armor,2.99%,0.4862
Wukong,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Demolish,Bone Plating,,Attack Speed,Adaptive Force,Armor,1.32%,0.5566
Wukong,Conqueror,Triumph,Legend: Alacrity,Last Stand,,Bone Plating,Overgrowth,Attack Speed,Adaptive Force,Armor,0.72%,0.5619
Wukong,Conqueror,Triumph,Legend: Tenacity,Last Stand,Demolish,Bone Plating,,Attack Speed,Adaptive Force,Armor,0.71%,0.4756
Wukong,Conqueror,Triumph,Legend: Alacrity,Last Stand,Demolish,Bone Plating,,Adaptive Force,Adaptive Force,Armor,0.66%,0.5604
Wukong,Conqueror,Triumph,Legend: Alacrity,Last Stand,Sudden Impact,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,0.68%,0.5349
Wukong,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Sudden Impact,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,0.54%,0.5412
Wukong,Conqueror,Triumph,Legend: Alacrity,Last Stand,Sudden Impact,,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist,0.23%,0.5405
Wukong,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Sudden Impact,,Ultimate Hunter,Attack Speed,Adaptive Force,Armor,0.22%,0.5652
Wukong,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Sudden Impact,,Ravenous Hunter,Adaptive Force,Adaptive Force,Armor,0.19%,0.5246
Wukong,Conqueror,Triumph,Legend: Alacrity,Last Stand,Nimbus Cloak,Transcendence,,Adaptive Force,Adaptive Force,Armor,0.20%,0.5714
Wukong,Conqueror,Triumph,Legend: Alacrity,Last Stand,Nimbus Cloak,Celerity,,Attack Speed,Adaptive Force,Armor,0.06%,0.3889
Wukong,Conqueror,Triumph,Legend: Alacrity,Last Stand,Nimbus Cloak,Transcendence,,Attack Speed,Adaptive Force,Armor,0.05%,0.5882
Wukong,Conqueror,Triumph,Legend: Tenacity,Last Stand,Nimbus Cloak,Transcendence,,Attack Speed,Adaptive Force,Armor,0.05%,0.4667
Wukong,Conqueror,Triumph,Legend: Alacrity,Last Stand,Nimbus Cloak,,Scorch,Adaptive Force,Adaptive Force,Armor,0.03%,0.4444
Xayah,Lethal Tempo,Triumph,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,29.40%,0.4765
Xayah,Lethal Tempo,Overheal,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,11.28%,0.4406
Xayah,Lethal Tempo,Presence of Mind,Legend: Bloodline,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,7.50%,0.4614
Xayah,Lethal Tempo,Triumph,Legend: Alacrity,Coup de Grace,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,4.18%,0.4696
Xayah,Lethal Tempo,Triumph,Legend: Bloodline,Cut Down,Nimbus Cloak,,Gathering Storm,Attack Speed,Adaptive Force,Armor,3.61%,0.4785
Xayah,Lethal Tempo,Triumph,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,6.17%,0.4783
Xayah,Lethal Tempo,Triumph,Legend: Alacrity,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,2.10%,0.4564
Xayah,Lethal Tempo,Overheal,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,0.90%,0.3516
Xayah,Lethal Tempo,Presence of Mind,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Armor,0.66%,0.4301
Xayah,Lethal Tempo,Triumph,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,,Attack Speed,Adaptive Force,Health,0.34%,0.5833
Xayah,Hail of Blades,Taste of Blood,Eyeball Collection,Ultimate Hunter,Presence of Mind,Legend: Bloodline,,Attack Speed,Adaptive Force,Armor,0.17%,0.5833
Xayah,Hail of Blades,Taste of Blood,Eyeball Collection,Ultimate Hunter,Overheal,Legend: Bloodline,,Attack Speed,Adaptive Force,Armor,0.08%,0.3636
Xayah,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Overheal,Legend: Bloodline,,Attack Speed,Adaptive Force,Armor,0.06%,0.3333
Xayah,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Triumph,Legend: Alacrity,,Attack Speed,Adaptive Force,Armor,0.06%,0.4444
Xayah,Hail of Blades,Taste of Blood,Eyeball Collection,Ultimate Hunter,,Legend: Alacrity,Coup de Grace,Attack Speed,Adaptive Force,Armor,0.06%,0.7778
Xayah,Lethal Tempo,Triumph,Legend: Bloodline,Coup de Grace,Taste of Blood,,Ultimate Hunter,Attack Speed,Adaptive Force,Armor,0.09%,0.4615
Xayah,Lethal Tempo,Triumph,Legend: Bloodline,Cut Down,Cheap Shot,,Ultimate Hunter,Attack Speed,Adaptive Force,Armor,0.07%,0.7000
Xayah,Lethal Tempo,Presence of Mind,Legend: Bloodline,Coup de Grace,Taste of Blood,,Ultimate Hunter,Attack Speed,Adaptive Force,Armor,0.06%,0.2500
Xayah,Lethal Tempo,Triumph,Legend: Alacrity,Coup de Grace,Taste of Blood,,Ultimate Hunter,Attack Speed,Adaptive Force,Armor,0.06%,0.3750
Xayah,Lethal Tempo,Triumph,Legend: Alacrity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,0.05%,0.1429
Xerath,Arcane Comet,Manaflow Band,Transcendence,Scorch,Magical Footwear,,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,10.05%,0.4825
Xerath,Arcane Comet,Manaflow Band,Transcendence,Scorch,,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,6.94%,0.4530
Xerath,Arcane Comet,Manaflow Band,Transcendence,Scorch,Perfect Timing,Biscuit Delivery,,Adaptive Force,Adaptive Force,Armor,2.98%,0.4635
Xerath,Arcane Comet,Manaflow Band,Transcendence,Scorch,Perfect Timing,,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,2.74%,0.4882
Xerath,Arcane Comet,Manaflow Band,Absolute Focus,Scorch,Magical Footwear,Biscuit Delivery,,Adaptive Force,Adaptive Force,Armor,2.44%,0.5108
Xerath,Arcane Comet,Manaflow Band,Transcendence,Scorch,Presence of Mind,,Coup de Grace,Adaptive Force,Adaptive Force,Armor,6.05%,0.4971
Xerath,Arcane Comet,Manaflow Band,Transcendence,Scorch,Presence of Mind,,Cut Down,Adaptive Force,Adaptive Force,Armor,3.10%,0.5066
Xerath,Arcane Comet,Manaflow Band,Absolute Focus,Scorch,Presence of Mind,,Coup de Grace,Adaptive Force,Adaptive Force,Armor,2.17%,0.5122
Xerath,Arcane Comet,Manaflow Band,Absolute Focus,Scorch,Presence of Mind,,Cut Down,Adaptive Force,Adaptive Force,Armor,1.03%,0.4545
Xerath,Arcane Comet,Manaflow Band,Transcendence,Gathering Storm,Presence of Mind,,Cut Down,Adaptive Force,Adaptive Force,Armor,0.90%,0.5425
Xerath,Arcane Comet,Manaflow Band,Transcendence,Scorch,Cheap Shot,,Ultimate Hunter,Adaptive Force,Adaptive Force,Armor,0.82%,0.5396
Xerath,Arcane Comet,Manaflow Band,Absolute Focus,Scorch,Cheap Shot,,Ultimate Hunter,Adaptive Force,Adaptive Force,Armor,0.41%,0.5072
Xerath,Arcane Comet,Manaflow Band,Transcendence,Scorch,Taste of Blood,,Ultimate Hunter,Adaptive Force,Adaptive Force,Armor,0.32%,0.4259
Xerath,Arcane Comet,Manaflow Band,Absolute Focus,Scorch,Cheap Shot,,Ultimate Hunter,Adaptive Force,Adaptive Force,Health,0.27%,0.5870
Xerath,Arcane Comet,Manaflow Band,Transcendence,Scorch,Taste of Blood,,Ravenous Hunter,Adaptive Force,Adaptive Force,Armor,0.24%,0.4878
Xerath,Dark Harvest,Cheap Shot,Eyeball Collection,Ultimate Hunter,Manaflow Band,,Scorch,Adaptive Force,Adaptive Force,Armor,0.76%,0.4496
Xerath,Dark Harvest,Cheap Shot,Eyeball Collection,Ultimate Hunter,Manaflow Band,Transcendence,,Adaptive Force,Adaptive Force,Armor,0.39%,0.5303
Xerath,Dark Harvest,Cheap Shot,Eyeball Collection,Ultimate Hunter,Manaflow Band,,Gathering Storm,Adaptive Force,Adaptive Force,Armor,0.35%,0.5085
Xerath,Dark Harvest,Cheap Shot,Eyeball Collection,Ultimate Hunter,Manaflow Band,,Scorch,Adaptive Force,Adaptive Force,Health,0.29%,0.5000
Xerath,Dark Harvest,Cheap Shot,Eyeball Collection,Relentless Hunter,Manaflow Band,,Scorch,Adaptive Force,Adaptive Force,Armor,0.19%,0.6364
XinZhao,Hail of Blades,Sudden Impact,Eyeball Collection,Relentless Hunter,Triumph,Legend: Alacrity,,Attack Speed,Adaptive Force,Armor,28.40%,0.5024
XinZhao,Hail of Blades,Sudden Impact,Zombie Ward,Relentless Hunter,Triumph,Legend: Alacrity,,Attack Speed,Adaptive Force,Armor,3.50%,0.4884
XinZhao,Hail of Blades,Sudden Impact,Eyeball Collection,Relentless Hunter,Triumph,Legend: Alacrity,,Attack Speed,Adaptive Force,Magic Resist,2.40%,0.5318
XinZhao,Hail of Blades,Sudden Impact,Eyeball Collection,Relentless Hunter,Triumph,,Coup de Grace,Attack Speed,Adaptive Force,Armor,1.29%,0.4895
XinZhao,Hail of Blades,Sudden Impact,Eyeball Collection,Relentless Hunter,Triumph,Legend: Alacrity,,Attack Speed,Adaptive Force,Health,1.28%,0.4648
XinZhao,Hail of Blades,Sudden Impact,Eyeball Collection,Relentless Hunter,Nimbus Cloak,,Waterwalking,Attack Speed,Adaptive Force,Armor,10.19%,0.5150
XinZhao,Hail of Blades,Sudden Impact,Zombie Ward,Relentless Hunter,Nimbus Cloak,,Waterwalking,Attack Speed,Adaptive Force,Armor,3.18%,0.5241
XinZhao,Hail of Blades,Sudden Impact,Eyeball Collection,Relentless Hunter,Nimbus Cloak,,Waterwalking,Attack Speed,Adaptive Force,Magic Resist,1.53%,0.4941
XinZhao,Hail of Blades,Cheap Shot,Eyeball Collection,Relentless Hunter,Nimbus Cloak,,Waterwalking,Attack Speed,Adaptive Force,Armor,1.37%,0.4934
XinZhao,Hail of Blades,Sudden Impact,Eyeball Collection,Relentless Hunter,Nimbus Cloak,Celerity,,Attack Speed,Adaptive Force,Armor,1.12%,0.4194
XinZhao,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Nimbus Cloak,,Waterwalking,Attack Speed,Adaptive Force,Armor,5.08%,0.4876
XinZhao,Conqueror,Triumph,Legend: Alacrity,Last Stand,Nimbus Cloak,,Waterwalking,Attack Speed,Adaptive Force,Armor,1.79%,0.5327
XinZhao,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Nimbus Cloak,,Waterwalking,Attack Speed,Adaptive Force,Armor,0.83%,0.4891
XinZhao,Conqueror,Triumph,Legend: Tenacity,Last Stand,Nimbus Cloak,,Waterwalking,Attack Speed,Adaptive Force,Armor,0.71%,0.5063
XinZhao,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Nimbus Cloak,,Waterwalking,Attack Speed,Adaptive Force,Magic Resist,0.49%,0.6852
XinZhao,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Sudden Impact,,Relentless Hunter,Attack Speed,Adaptive Force,Armor,2.46%,0.4872
XinZhao,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Sudden Impact,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,0.36%,0.5500
XinZhao,Conqueror,Triumph,Legend: Alacrity,Last Stand,Sudden Impact,,Relentless Hunter,Attack Speed,Adaptive Force,Armor,0.35%,0.5641
XinZhao,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Sudden Impact,,Relentless Hunter,Attack Speed,Adaptive Force,Magic Resist,0.30%,0.5152
XinZhao,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Sudden Impact,,Relentless Hunter,Attack Speed,Adaptive Force,Armor,0.29%,0.5000
Yasuo,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist,45.00%,0.5032
Yasuo,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,29.96%,0.4817
Yasuo,Conqueror,Triumph,Legend: Alacrity,Coup de Grace,Taste of Blood,,Ravenous Hunter,Attack Speed,Adaptive Force,Health,2.83%,0.5070
Yasuo,Conqueror,Triumph,Legend: Alacrity,Last Stand,Taste of Blood,,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist,1.53%,0.4992
