WhoAmI,,Position,,Against,WinRate
Lissandra,",",Middle,"Lissandra,Middle",LeBlanc,53.33
Lissandra,",",Middle,"Lissandra,Middle",Yasuo,49.05
Lissandra,",",Middle,"Lissandra,Middle",Zed,46.28
Lissandra,",",Middle,"Lissandra,Middle",Fizz,49.27
Lissandra,",",Middle,"Lissandra,Middle",Akali,53.28
Lissandra,",",Middle,"Lissandra,Middle",Diana,40.70
Lissandra,",",Middle,"Lissandra,Middle",Talon,50.22
Lissandra,",",Middle,"Lissandra,Middle",Ahri,45.05
Lissandra,",",Middle,"Lissandra,Middle",Orianna,45.45
Lissandra,",",Middle,"Lissandra,Middle",Katarina,49.25
Lissandra,",",Middle,"Lissandra,Middle",Qiyana,49.00
Lissandra,",",Middle,"Lissandra,Middle",Twisted Fate,43.30
Lissandra,",",Middle,"Lissandra,Middle",Vladimir,45.68
Lissandra,",",Middle,"Lissandra,Middle",Sylas,45.52
Lissandra,",",Middle,"Lissandra,Middle",Zoe,42.64
Lissandra,",",Middle,"Lissandra,Middle",Kassadin,51.56
Lissandra,",",Middle,"Lissandra,Middle",Ryze,57.72
Lissandra,",",Middle,"Lissandra,Middle",Cassiopeia,46.09
Lissandra,",",Middle,"Lissandra,Middle",Irelia,53.15
Lissandra,",",Middle,"Lissandra,Middle",Syndra,52.78
Lissandra,",",Middle,"Lissandra,Middle",Malzahar,48.91
Lissandra,",",Middle,"Lissandra,Middle",Rumble,46.25
Lissandra,",",Middle,"Lissandra,Middle",Nocturne,48.10
Lissandra,",",Middle,"Lissandra,Middle",Lucian,60.76
Lissandra,",",Middle,"Lissandra,Middle",Taric,41.33
Lissandra,",",Middle,"Lissandra,Middle",Pantheon,47.30
Lissandra,",",Middle,"Lissandra,Middle",Ekko,38.03
Lissandra,",",Middle,"Lissandra,Middle",Anivia,46.27
Lissandra,",",Middle,"Lissandra,Middle",Xerath,39.34
Lissandra,",",Middle,"Lissandra,Middle",Viktor,42.31
Lucian,",",Middle,"Lucian,Middle",Yasuo,46.25
Lucian,",",Middle,"Lucian,Middle",LeBlanc,49.30
Lucian,",",Middle,"Lucian,Middle",Diana,49.80
Lucian,",",Middle,"Lucian,Middle",Akali,52.14
Lucian,",",Middle,"Lucian,Middle",Kassadin,49.77
Lucian,",",Middle,"Lucian,Middle",Ahri,48.73
Lucian,",",Middle,"Lucian,Middle",Fizz,42.99
Lucian,",",Middle,"Lucian,Middle",Zed,46.31
Lucian,",",Middle,"Lucian,Middle",Twisted Fate,47.99
Lucian,",",Middle,"Lucian,Middle",Orianna,43.80
Lucian,",",Middle,"Lucian,Middle",Qiyana,47.15
Lucian,",",Middle,"Lucian,Middle",Talon,44.94
Lucian,",",Middle,"Lucian,Middle",Katarina,45.05
Lucian,",",Middle,"Lucian,Middle",Vladimir,43.77
Lucian,",",Middle,"Lucian,Middle",Sylas,43.67
Lucian,",",Middle,"Lucian,Middle",Ryze,53.23
Lucian,",",Middle,"Lucian,Middle",Irelia,49.81
Lucian,",",Middle,"Lucian,Middle",Cassiopeia,40.00
Lucian,",",Middle,"Lucian,Middle",Syndra,52.47
Lucian,",",Middle,"Lucian,Middle",Zoe,45.37
Lucian,",",Middle,"Lucian,Middle",Rumble,43.22
Lucian,",",Middle,"Lucian,Middle",Malzahar,43.58
Lucian,",",Middle,"Lucian,Middle",Pantheon,45.32
Lucian,",",Middle,"Lucian,Middle",Ekko,45.52
Lucian,",",Middle,"Lucian,Middle",Nocturne,51.15
Lucian,",",Middle,"Lucian,Middle",Xerath,50.39
Lucian,",",Middle,"Lucian,Middle",Anivia,48.65
Lucian,",",Middle,"Lucian,Middle",Viktor,47.27
Lucian,",",Middle,"Lucian,Middle",Lux,59.26
Lucian,",",Middle,"Lucian,Middle",Galio,42.99
Lucian,",",Middle,"Lucian,Middle",Taric,43.53
Lucian,",",Middle,"Lucian,Middle",Veigar,44.44
Lucian,",",Middle,"Lucian,Middle",Lissandra,39.24
Lucian,",",Middle,"Lucian,Middle",Renekton,52.00
Lucian,",",Middle,"Lucian,Middle",Ziggs,46.27
Lucian,",",Middle,"Lucian,Middle",Jayce,60.32
Lucian,",",Middle,"Lucian,Middle",Malphite,47.62
Lucian,",",Middle,"Lucian,Middle",Aatrox,51.61
Lucian,",",Middle,"Lucian,Middle",Kled,43.40
Lucian,",",Middle,"Lucian,Middle",Azir,50.00
Lucian,",",Middle,"Lucian,Middle",Camille,54.90
Lulu,",",Middle,"Lulu,Middle",Yasuo,57.61
Lulu,",",Middle,"Lulu,Middle",Akali,69.51
Lulu,",",Middle,"Lulu,Middle",Zed,52.78
Lulu,",",Middle,"Lulu,Middle",Talon,49.28
Lulu,",",Middle,"Lulu,Middle",Fizz,41.18
Lulu,",",Middle,"Lulu,Middle",Diana,51.56
Lulu,",",Middle,"Lulu,Middle",LeBlanc,50.79
Lulu,",",Middle,"Lulu,Middle",Katarina,46.67
Lulu,",",Middle,"Lulu,Middle",Ahri,41.82
Lulu,",",Middle,"Lulu,Middle",Qiyana,44.23
Lux,",",Middle,"Lux,Middle",LeBlanc,48.07
Lux,",",Middle,"Lux,Middle",Diana,48.91
Lux,",",Middle,"Lux,Middle",Ahri,51.56
Lux,",",Middle,"Lux,Middle",Zed,54.48
Lux,",",Middle,"Lux,Middle",Fizz,42.91
Lux,",",Middle,"Lux,Middle",Qiyana,44.62
Lux,",",Middle,"Lux,Middle",Yasuo,43.20
Lux,",",Middle,"Lux,Middle",Twisted Fate,49.60
Lux,",",Middle,"Lux,Middle",Orianna,45.16
Lux,",",Middle,"Lux,Middle",Akali,53.44
Lux,",",Middle,"Lux,Middle",Talon,51.84
Lux,",",Middle,"Lux,Middle",Katarina,44.00
Lux,",",Middle,"Lux,Middle",Sylas,57.29
Lux,",",Middle,"Lux,Middle",Cassiopeia,46.84
Lux,",",Middle,"Lux,Middle",Vladimir,50.00
Lux,",",Middle,"Lux,Middle",Kassadin,45.77
Lux,",",Middle,"Lux,Middle",Syndra,46.81
Lux,",",Middle,"Lux,Middle",Ryze,54.17
Lux,",",Middle,"Lux,Middle",Irelia,56.30
Lux,",",Middle,"Lux,Middle",Malzahar,45.54
Lux,",",Middle,"Lux,Middle",Rumble,44.55
Lux,",",Middle,"Lux,Middle",Zoe,51.38
Lux,",",Middle,"Lux,Middle",Lucian,40.74
Lux,",",Middle,"Lux,Middle",Xerath,47.00
Lux,",",Middle,"Lux,Middle",Ekko,48.86
Lux,",",Middle,"Lux,Middle",Nocturne,51.90
Lux,",",Middle,"Lux,Middle",Viktor,51.35
Lux,",",Middle,"Lux,Middle",Anivia,47.95
Lux,",",Middle,"Lux,Middle",Pantheon,54.17
Lux,",",Middle,"Lux,Middle",Taric,33.33
Lux,",",Middle,"Lux,Middle",Veigar,48.28
Malphite,",",Middle,"Malphite,Middle",Zed,53.87
Malphite,",",Middle,"Malphite,Middle",Talon,53.99
Malphite,",",Middle,"Malphite,Middle",Yasuo,53.85
Malphite,",",Middle,"Malphite,Middle",LeBlanc,58.25
Malphite,",",Middle,"Malphite,Middle",Qiyana,53.30
Malphite,",",Middle,"Malphite,Middle",Akali,52.84
Malphite,",",Middle,"Malphite,Middle",Ahri,52.27
Malphite,",",Middle,"Malphite,Middle",Diana,45.35
Malphite,",",Middle,"Malphite,Middle",Fizz,45.12
Malphite,",",Middle,"Malphite,Middle",Katarina,49.38
Malphite,",",Middle,"Malphite,Middle",Orianna,52.03
Malphite,",",Middle,"Malphite,Middle",Irelia,57.02
Malphite,",",Middle,"Malphite,Middle",Vladimir,44.14
Malphite,",",Middle,"Malphite,Middle",Twisted Fate,47.57
Malphite,",",Middle,"Malphite,Middle",Sylas,35.42
Malphite,",",Middle,"Malphite,Middle",Cassiopeia,51.32
Malphite,",",Middle,"Malphite,Middle",Ryze,57.97
Malphite,",",Middle,"Malphite,Middle",Rumble,45.31
Malphite,",",Middle,"Malphite,Middle",Kassadin,42.19
Malphite,",",Middle,"Malphite,Middle",Syndra,39.68
Malphite,",",Middle,"Malphite,Middle",Lucian,52.38
Malphite,",",Middle,"Malphite,Middle",Malzahar,38.60
Malphite,",",Middle,"Malphite,Middle",Ekko,54.72
Malzahar,",",Middle,"Malzahar,Middle",LeBlanc,56.74
Malzahar,",",Middle,"Malzahar,Middle",Yasuo,58.91
Malzahar,",",Middle,"Malzahar,Middle",Ahri,50.54
Malzahar,",",Middle,"Malzahar,Middle",Fizz,48.61
Malzahar,",",Middle,"Malzahar,Middle",Diana,47.87
Malzahar,",",Middle,"Malzahar,Middle",Zed,49.81
Malzahar,",",Middle,"Malzahar,Middle",Akali,57.71
Malzahar,",",Middle,"Malzahar,Middle",Twisted Fate,51.79
Malzahar,",",Middle,"Malzahar,Middle",Orianna,51.61
Malzahar,",",Middle,"Malzahar,Middle",Qiyana,57.40
Malzahar,",",Middle,"Malzahar,Middle",Talon,51.26
Malzahar,",",Middle,"Malzahar,Middle",Katarina,52.88
Malzahar,",",Middle,"Malzahar,Middle",Vladimir,51.84
Malzahar,",",Middle,"Malzahar,Middle",Kassadin,52.73
Malzahar,",",Middle,"Malzahar,Middle",Sylas,55.99
Malzahar,",",Middle,"Malzahar,Middle",Irelia,60.91
Malzahar,",",Middle,"Malzahar,Middle",Cassiopeia,50.00
Malzahar,",",Middle,"Malzahar,Middle",Ryze,55.44
Malzahar,",",Middle,"Malzahar,Middle",Syndra,55.39
Malzahar,",",Middle,"Malzahar,Middle",Zoe,56.54
Malzahar,",",Middle,"Malzahar,Middle",Xerath,44.44
Malzahar,",",Middle,"Malzahar,Middle",Rumble,57.77
Malzahar,",",Middle,"Malzahar,Middle",Taric,42.39
Malzahar,",",Middle,"Malzahar,Middle",Nocturne,48.09
Malzahar,",",Middle,"Malzahar,Middle",Pantheon,59.12
Malzahar,",",Middle,"Malzahar,Middle",Ekko,49.72
Malzahar,",",Middle,"Malzahar,Middle",Lucian,56.42
Malzahar,",",Middle,"Malzahar,Middle",Anivia,41.10
Malzahar,",",Middle,"Malzahar,Middle",Veigar,47.85
Malzahar,",",Middle,"Malzahar,Middle",Viktor,50.94
Malzahar,",",Middle,"Malzahar,Middle",Lux,54.46
Malzahar,",",Middle,"Malzahar,Middle",Ziggs,46.79
Malzahar,",",Middle,"Malzahar,Middle",Galio,50.00
Malzahar,",",Middle,"Malzahar,Middle",Lissandra,51.09
Malzahar,",",Middle,"Malzahar,Middle",Aatrox,54.17
Malzahar,",",Middle,"Malzahar,Middle",Azir,58.57
Malzahar,",",Middle,"Malzahar,Middle",Aurelion Sol,54.41
Malzahar,",",Middle,"Malzahar,Middle",Vel'Koz,55.88
Malzahar,",",Middle,"Malzahar,Middle",Zilean,51.52
Malzahar,",",Middle,"Malzahar,Middle",Mordekaiser,49.21
Malzahar,",",Middle,"Malzahar,Middle",Renekton,50.82
Malzahar,",",Middle,"Malzahar,Middle",Malphite,61.40
Malzahar,",",Middle,"Malzahar,Middle",Jayce,51.85
Malzahar,",",Middle,"Malzahar,Middle",Neeko,43.40
Master Yi,",",Middle,"Master Yi,Middle",Yasuo,50.56
Master Yi,",",Middle,"Master Yi,Middle",Zed,67.31
Mordekaiser,",",Middle,"Mordekaiser,Middle",Diana,53.37
Mordekaiser,",",Middle,"Mordekaiser,Middle",Yasuo,51.53
Mordekaiser,",",Middle,"Mordekaiser,Middle",Akali,49.13
Mordekaiser,",",Middle,"Mordekaiser,Middle",Fizz,49.32
Mordekaiser,",",Middle,"Mordekaiser,Middle",Talon,52.78
Mordekaiser,",",Middle,"Mordekaiser,Middle",Zed,41.26
Mordekaiser,",",Middle,"Mordekaiser,Middle",Qiyana,53.08
Mordekaiser,",",Middle,"Mordekaiser,Middle",Irelia,59.20
Mordekaiser,",",Middle,"Mordekaiser,Middle",Ahri,45.16
Mordekaiser,",",Middle,"Mordekaiser,Middle",Vladimir,50.43
Mordekaiser,",",Middle,"Mordekaiser,Middle",Sylas,50.52
Mordekaiser,",",Middle,"Mordekaiser,Middle",Twisted Fate,47.37
Mordekaiser,",",Middle,"Mordekaiser,Middle",Orianna,53.26
Mordekaiser,",",Middle,"Mordekaiser,Middle",LeBlanc,40.66
Mordekaiser,",",Middle,"Mordekaiser,Middle",Katarina,44.32
Mordekaiser,",",Middle,"Mordekaiser,Middle",Rumble,42.67
Mordekaiser,",",Middle,"Mordekaiser,Middle",Kassadin,55.22
Mordekaiser,",",Middle,"Mordekaiser,Middle",Cassiopeia,56.06
Mordekaiser,",",Middle,"Mordekaiser,Middle",Pantheon,53.13
Mordekaiser,",",Middle,"Mordekaiser,Middle",Malzahar,50.79
Mordekaiser,",",Middle,"Mordekaiser,Middle",Ryze,61.90
Mordekaiser,",",Middle,"Mordekaiser,Middle",Taric,43.86
Mordekaiser,",",Middle,"Mordekaiser,Middle",Zoe,41.07
Mordekaiser,",",Middle,"Mordekaiser,Middle",Nocturne,50.00
Morgana,",",Middle,"Morgana,Middle",LeBlanc,48.21
Morgana,",",Middle,"Morgana,Middle",Yasuo,49.09
Morgana,",",Middle,"Morgana,Middle",Fizz,47.96
Morgana,",",Middle,"Morgana,Middle",Ahri,48.35
Morgana,",",Middle,"Morgana,Middle",Diana,38.37
Morgana,",",Middle,"Morgana,Middle",Zed,42.86
Morgana,",",Middle,"Morgana,Middle",Qiyana,51.32
Morgana,",",Middle,"Morgana,Middle",Talon,47.95
Morgana,",",Middle,"Morgana,Middle",Twisted Fate,50.00
Morgana,",",Middle,"Morgana,Middle",Akali,51.39
Morgana,",",Middle,"Morgana,Middle",Orianna,45.59
Morgana,",",Middle,"Morgana,Middle",Katarina,44.26
Morgana,",",Middle,"Morgana,Middle",Ryze,46.30
Morgana,",",Middle,"Morgana,Middle",Sylas,42.31
Morgana,",",Middle,"Morgana,Middle",Vladimir,52.00
Nasus,",",Middle,"Nasus,Middle",Zed,39.29
Nautilus,",",Middle,"Nautilus,Middle",Diana,46.00
Neeko,",",Middle,"Neeko,Middle",Ahri,51.45
Neeko,",",Middle,"Neeko,Middle",Qiyana,45.04
Neeko,",",Middle,"Neeko,Middle",Diana,51.15
Neeko,",",Middle,"Neeko,Middle",LeBlanc,46.92
Neeko,",",Middle,"Neeko,Middle",Yasuo,58.91
Neeko,",",Middle,"Neeko,Middle",Fizz,50.00
Neeko,",",Middle,"Neeko,Middle",Akali,54.55
Neeko,",",Middle,"Neeko,Middle",Orianna,46.09
Neeko,",",Middle,"Neeko,Middle",Twisted Fate,51.38
Neeko,",",Middle,"Neeko,Middle",Talon,55.05
Neeko,",",Middle,"Neeko,Middle",Zed,48.60
Neeko,",",Middle,"Neeko,Middle",Sylas,47.42
Neeko,",",Middle,"Neeko,Middle",Katarina,46.81
Neeko,",",Middle,"Neeko,Middle",Cassiopeia,48.00
Neeko,",",Middle,"Neeko,Middle",Irelia,57.58
Neeko,",",Middle,"Neeko,Middle",Ryze,52.31
Neeko,",",Middle,"Neeko,Middle",Vladimir,47.69
Neeko,",",Middle,"Neeko,Middle",Syndra,39.66
Neeko,",",Middle,"Neeko,Middle",Kassadin,47.37
Neeko,",",Middle,"Neeko,Middle",Rumble,42.59
Neeko,",",Middle,"Neeko,Middle",Malzahar,56.60
Nocturne,",",Middle,"Nocturne,Middle",Yasuo,54.53
Nocturne,",",Middle,"Nocturne,Middle",Diana,49.70
Nocturne,",",Middle,"Nocturne,Middle",Fizz,55.17
Nocturne,",",Middle,"Nocturne,Middle",Ahri,49.64
Nocturne,",",Middle,"Nocturne,Middle",Zed,56.39
Nocturne,",",Middle,"Nocturne,Middle",Talon,55.93
Nocturne,",",Middle,"Nocturne,Middle",Twisted Fate,59.85
Nocturne,",",Middle,"Nocturne,Middle",Qiyana,59.10
Nocturne,",",Middle,"Nocturne,Middle",LeBlanc,56.47
Nocturne,",",Middle,"Nocturne,Middle",Akali,50.32
Nocturne,",",Middle,"Nocturne,Middle",Sylas,53.07
Nocturne,",",Middle,"Nocturne,Middle",Orianna,48.81
Nocturne,",",Middle,"Nocturne,Middle",Katarina,45.32
Nocturne,",",Middle,"Nocturne,Middle",Vladimir,50.60
Nocturne,",",Middle,"Nocturne,Middle",Irelia,63.40
Nocturne,",",Middle,"Nocturne,Middle",Cassiopeia,52.48
Nocturne,",",Middle,"Nocturne,Middle",Rumble,47.54
Nocturne,",",Middle,"Nocturne,Middle",Malzahar,51.91
Nocturne,",",Middle,"Nocturne,Middle",Kassadin,57.14
Nocturne,",",Middle,"Nocturne,Middle",Ryze,53.98
Nocturne,",",Middle,"Nocturne,Middle",Pantheon,41.21
Nocturne,",",Middle,"Nocturne,Middle",Syndra,54.72
Nocturne,",",Middle,"Nocturne,Middle",Zoe,55.48
Nocturne,",",Middle,"Nocturne,Middle",Lucian,48.85
Nocturne,",",Middle,"Nocturne,Middle",Ekko,44.23
Nocturne,",",Middle,"Nocturne,Middle",Taric,42.39
Nocturne,",",Middle,"Nocturne,Middle",Anivia,40.66
Nocturne,",",Middle,"Nocturne,Middle",Veigar,53.01
Nocturne,",",Middle,"Nocturne,Middle",Lissandra,51.90
Nocturne,",",Middle,"Nocturne,Middle",Lux,48.10
Nocturne,",",Middle,"Nocturne,Middle",Renekton,58.67
Nocturne,",",Middle,"Nocturne,Middle",Xerath,53.33
Nocturne,",",Middle,"Nocturne,Middle",Viktor,57.75
Nocturne,",",Middle,"Nocturne,Middle",Aatrox,44.78
Nocturne,",",Middle,"Nocturne,Middle",Galio,52.31
Nocturne,",",Middle,"Nocturne,Middle",Ziggs,48.44
Nocturne,",",Middle,"Nocturne,Middle",Garen,57.41
Nocturne,",",Middle,"Nocturne,Middle",Kled,57.69
Nocturne,",",Middle,"Nocturne,Middle",Mordekaiser,50.00
Orianna,",",Middle,"Orianna,Middle",Yasuo,48.82
Orianna,",",Middle,"Orianna,Middle",Ahri,47.53
Orianna,",",Middle,"Orianna,Middle",LeBlanc,50.42
Orianna,",",Middle,"Orianna,Middle",Diana,42.97
Orianna,",",Middle,"Orianna,Middle",Fizz,47.12
Orianna,",",Middle,"Orianna,Middle",Twisted Fate,48.83
Orianna,",",Middle,"Orianna,Middle",Akali,56.03
Orianna,",",Middle,"Orianna,Middle",Zed,48.62
Orianna,",",Middle,"Orianna,Middle",Qiyana,48.66
Orianna,",",Middle,"Orianna,Middle",Talon,46.35
Orianna,",",Middle,"Orianna,Middle",Sylas,52.91
Orianna,",",Middle,"Orianna,Middle",Katarina,50.07
Orianna,",",Middle,"Orianna,Middle",Vladimir,46.96
Orianna,",",Middle,"Orianna,Middle",Irelia,47.79
Orianna,",",Middle,"Orianna,Middle",Ryze,51.13
Orianna,",",Middle,"Orianna,Middle",Syndra,54.62
Orianna,",",Middle,"Orianna,Middle",Kassadin,46.85
Orianna,",",Middle,"Orianna,Middle",Cassiopeia,48.16
Orianna,",",Middle,"Orianna,Middle",Zoe,49.45
Orianna,",",Middle,"Orianna,Middle",Malzahar,48.39
Orianna,",",Middle,"Orianna,Middle",Rumble,44.49
Orianna,",",Middle,"Orianna,Middle",Lucian,56.20
Orianna,",",Middle,"Orianna,Middle",Xerath,45.03
Orianna,",",Middle,"Orianna,Middle",Ekko,45.77
Orianna,",",Middle,"Orianna,Middle",Pantheon,49.53
Orianna,",",Middle,"Orianna,Middle",Anivia,48.54
Orianna,",",Middle,"Orianna,Middle",Nocturne,51.19
Orianna,",",Middle,"Orianna,Middle",Viktor,48.79
Orianna,",",Middle,"Orianna,Middle",Veigar,53.41
Orianna,",",Middle,"Orianna,Middle",Lux,54.84
Orianna,",",Middle,"Orianna,Middle",Taric,37.50
Orianna,",",Middle,"Orianna,Middle",Lissandra,54.55
Orianna,",",Middle,"Orianna,Middle",Ziggs,48.04
Orianna,",",Middle,"Orianna,Middle",Azir,50.56
Orianna,",",Middle,"Orianna,Middle",Galio,50.87
Orianna,",",Middle,"Orianna,Middle",Aurelion Sol,48.55
Orianna,",",Middle,"Orianna,Middle",Jayce,46.51
Orianna,",",Middle,"Orianna,Middle",Malphite,47.97
Orianna,",",Middle,"Orianna,Middle",Aatrox,53.28
Orianna,",",Middle,"Orianna,Middle",Neeko,53.91
Orianna,",",Middle,"Orianna,Middle",Vel'Koz,47.83
Orianna,",",Middle,"Orianna,Middle",Camille,44.95
Orianna,",",Middle,"Orianna,Middle",Mordekaiser,46.74
Orianna,",",Middle,"Orianna,Middle",Annie,53.26
Orianna,",",Middle,"Orianna,Middle",Renekton,42.86
Orianna,",",Middle,"Orianna,Middle",Zilean,39.56
Orianna,",",Middle,"Orianna,Middle",Taliyah,53.85
Orianna,",",Middle,"Orianna,Middle",Kled,55.06
Orianna,",",Middle,"Orianna,Middle",Garen,51.67
Orianna,",",Middle,"Orianna,Middle",Heimerdinger,46.43
Orianna,",",Middle,"Orianna,Middle",Cho'Gath,39.62
Ornn,",",Middle,"Ornn,Middle",Zed,61.84
Ornn,",",Middle,"Ornn,Middle",Yasuo,57.98
Ornn,",",Middle,"Ornn,Middle",Akali,53.04
Ornn,",",Middle,"Ornn,Middle",Diana,52.63
Ornn,",",Middle,"Ornn,Middle",Fizz,52.68
Ornn,",",Middle,"Ornn,Middle",Ahri,40.78
Ornn,",",Middle,"Ornn,Middle",Talon,51.55
Ornn,",",Middle,"Ornn,Middle",LeBlanc,57.89
Ornn,",",Middle,"Ornn,Middle",Qiyana,50.53
Ornn,",",Middle,"Ornn,Middle",Orianna,49.43
Ornn,",",Middle,"Ornn,Middle",Vladimir,46.75
Ornn,",",Middle,"Ornn,Middle",Twisted Fate,52.63
Ornn,",",Middle,"Ornn,Middle",Sylas,59.21
Ornn,",",Middle,"Ornn,Middle",Irelia,46.27
Ornn,",",Middle,"Ornn,Middle",Pantheon,51.61
Ornn,",",Middle,"Ornn,Middle",Katarina,54.24
Ornn,",",Middle,"Ornn,Middle",Rumble,39.62
Ornn,",",Middle,"Ornn,Middle",Lucian,60.38
Ornn,",",Middle,"Ornn,Middle",Malzahar,48.08
Ornn,",",Middle,"Ornn,Middle",Ryze,54.90
Ornn,",",Middle,"Ornn,Middle",Cassiopeia,56.00
Pantheon,",",Middle,"Pantheon,Middle",Yasuo,54.10
Pantheon,",",Middle,"Pantheon,Middle",Fizz,50.00
Pantheon,",",Middle,"Pantheon,Middle",Zed,49.29
Pantheon,",",Middle,"Pantheon,Middle",Talon,46.69
Pantheon,",",Middle,"Pantheon,Middle",Diana,45.82
Pantheon,",",Middle,"Pantheon,Middle",Qiyana,50.00
Pantheon,",",Middle,"Pantheon,Middle",LeBlanc,48.62
Pantheon,",",Middle,"Pantheon,Middle",Akali,51.18
Pantheon,",",Middle,"Pantheon,Middle",Ahri,48.51
Pantheon,",",Middle,"Pantheon,Middle",Katarina,50.13
Pantheon,",",Middle,"Pantheon,Middle",Twisted Fate,51.57
Pantheon,",",Middle,"Pantheon,Middle",Orianna,50.47
Pantheon,",",Middle,"Pantheon,Middle",Sylas,46.94
Pantheon,",",Middle,"Pantheon,Middle",Vladimir,51.33
Pantheon,",",Middle,"Pantheon,Middle",Irelia,53.15
Pantheon,",",Middle,"Pantheon,Middle",Rumble,54.55
Pantheon,",",Middle,"Pantheon,Middle",Cassiopeia,47.75
Pantheon,",",Middle,"Pantheon,Middle",Kassadin,48.42
Pantheon,",",Middle,"Pantheon,Middle",Syndra,53.52
Pantheon,",",Middle,"Pantheon,Middle",Ryze,53.77
Pantheon,",",Middle,"Pantheon,Middle",Malzahar,40.88
Pantheon,",",Middle,"Pantheon,Middle",Zoe,45.86
Pantheon,",",Middle,"Pantheon,Middle",Nocturne,58.79
Pantheon,",",Middle,"Pantheon,Middle",Lucian,54.68
Pantheon,",",Middle,"Pantheon,Middle",Ekko,42.50
Pantheon,",",Middle,"Pantheon,Middle",Xerath,53.57
Pantheon,",",Middle,"Pantheon,Middle",Taric,32.38
Pantheon,",",Middle,"Pantheon,Middle",Viktor,43.30
Pantheon,",",Middle,"Pantheon,Middle",Anivia,39.77
Pantheon,",",Middle,"Pantheon,Middle",Lissandra,52.70
Pantheon,",",Middle,"Pantheon,Middle",Renekton,57.53
Pantheon,",",Middle,"Pantheon,Middle",Lux,45.83
Pantheon,",",Middle,"Pantheon,Middle",Veigar,49.23
Pantheon,",",Middle,"Pantheon,Middle",Mordekaiser,46.88
Pantheon,",",Middle,"Pantheon,Middle",Aatrox,62.50
Pantheon,",",Middle,"Pantheon,Middle",Galio,64.52
Pantheon,",",Middle,"Pantheon,Middle",Aurelion Sol,48.21
Pantheon,",",Middle,"Pantheon,Middle",Ziggs,38.18
Pantheon,",",Middle,"Pantheon,Middle",Camille,63.46
Pantheon,",",Middle,"Pantheon,Middle",Azir,50.00
Pantheon,",",Middle,"Pantheon,Middle",Garen,48.00
Pantheon,",",Middle,"Pantheon,Middle",Kled,42.00
Poppy,",",Middle,"Poppy,Middle",Yasuo,59.68
Pyke,",",Middle,"Pyke,Middle",Yasuo,52.55
Pyke,",",Middle,"Pyke,Middle",Fizz,50.00
Pyke,",",Middle,"Pyke,Middle",Talon,55.86
Pyke,",",Middle,"Pyke,Middle",Qiyana,59.43
Pyke,",",Middle,"Pyke,Middle",Ahri,57.69
Pyke,",",Middle,"Pyke,Middle",Twisted Fate,51.96
Pyke,",",Middle,"Pyke,Middle",Diana,43.88
Pyke,",",Middle,"Pyke,Middle",Akali,50.52
Pyke,",",Middle,"Pyke,Middle",Zed,56.84
Pyke,",",Middle,"Pyke,Middle",LeBlanc,53.85
Pyke,",",Middle,"Pyke,Middle",Katarina,53.16
Pyke,",",Middle,"Pyke,Middle",Orianna,59.74
Pyke,",",Middle,"Pyke,Middle",Irelia,56.92
Pyke,",",Middle,"Pyke,Middle",Vladimir,63.08
Pyke,",",Middle,"Pyke,Middle",Sylas,50.77
Pyke,",",Middle,"Pyke,Middle",Cassiopeia,36.36
Pyke,",",Middle,"Pyke,Middle",Zoe,54.90
Qiyana,",",Middle,"Qiyana,Middle",Yasuo,51.17
Qiyana,",",Middle,"Qiyana,Middle",LeBlanc,52.36
Qiyana,",",Middle,"Qiyana,Middle",Akali,52.67
Qiyana,",",Middle,"Qiyana,Middle",Ahri,47.02
Qiyana,",",Middle,"Qiyana,Middle",Fizz,44.04
Qiyana,",",Middle,"Qiyana,Middle",Diana,44.84
Qiyana,",",Middle,"Qiyana,Middle",Talon,48.46
Qiyana,",",Middle,"Qiyana,Middle",Zed,46.21
Qiyana,",",Middle,"Qiyana,Middle",Katarina,49.26
Qiyana,",",Middle,"Qiyana,Middle",Twisted Fate,46.59
Qiyana,",",Middle,"Qiyana,Middle",Orianna,51.34
Qiyana,",",Middle,"Qiyana,Middle",Sylas,48.57
Qiyana,",",Middle,"Qiyana,Middle",Irelia,53.99
Qiyana,",",Middle,"Qiyana,Middle",Vladimir,47.65
Qiyana,",",Middle,"Qiyana,Middle",Zoe,48.46
Qiyana,",",Middle,"Qiyana,Middle",Rumble,46.10
Qiyana,",",Middle,"Qiyana,Middle",Syndra,50.79
Qiyana,",",Middle,"Qiyana,Middle",Ryze,54.45
Qiyana,",",Middle,"Qiyana,Middle",Cassiopeia,51.55
Qiyana,",",Middle,"Qiyana,Middle",Pantheon,50.00
Qiyana,",",Middle,"Qiyana,Middle",Malzahar,42.60
Qiyana,",",Middle,"Qiyana,Middle",Kassadin,50.93
Qiyana,",",Middle,"Qiyana,Middle",Nocturne,40.90
Qiyana,",",Middle,"Qiyana,Middle",Lucian,52.85
Qiyana,",",Middle,"Qiyana,Middle",Ekko,50.48
Qiyana,",",Middle,"Qiyana,Middle",Xerath,51.76
Qiyana,",",Middle,"Qiyana,Middle",Taric,38.13
Qiyana,",",Middle,"Qiyana,Middle",Anivia,45.00
Qiyana,",",Middle,"Qiyana,Middle",Renekton,43.46
Qiyana,",",Middle,"Qiyana,Middle",Lux,55.38
Qiyana,",",Middle,"Qiyana,Middle",Viktor,51.07
